"AD_Org_ID[Name]","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZReplacementUnitStandard_ID[ZZSaqaUnitStandardCode]","ZZQualityAssuranceBody","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrationCode/K",_LOG_
*,"10273",Restore power by joining a high voltage electrical cable.,"3",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G054,175,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000174] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000174] / "
*,"10248",Replace electrical components in a distribution board.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G057,176,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000175] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000175] / "
*,"10249",Install a flitting panel.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G058,177,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000176] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000176] / "
*,"10250",Repair a flitting panel.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G059,178,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000177] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000177] / "
*,"10720",Replace a trailing cable on a trackless or track driven mining machine.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G061,179,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000178] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000178] / "
*,"10721",Install a conveyor pull wire system.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G062,180,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000179] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000179] / "
*,"10722",Repair an emergency pull wire system.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G063,181,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000180] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000180] / "
*,"10726",Connect a flameproof plug to a trailing cable.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G066,182,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000181] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000181] / "
*,"10727",Carry out a detailed inspection on high voltage switchgear.,"3",7,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G067,183,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000182] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000182] / "
*,"10730",Repair a thyristor speed control system ,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G070,184,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000183] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000183] / "
*,"110384",Repair an electronic control system for an AC multi-speed motor.,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G071,185,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000184] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000184] / "
*,"10732",Install a thyristor speed control unit for a DC trackless machine. ,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G072,186,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000185] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000185] / "
*,"10733",Install an electronic control unit for AC pole changing motors.,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G073,187,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000186] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000186] / "
*,"10795",Replace the cutter drum assembly of a continuous miner.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G105,188,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000187] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000187] / "
*,"10801",Repair the cutter boom assembly of a continuous miner.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G107,189,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000188] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000188] / "
*,"10798",Replace the cutter boom assembly of a continuous miner.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G108,190,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000189] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000189] / "
*,"10802",Overhaul the cutter gearbox of a continuous miner.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G109,191,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000190] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000190] / "
*,"10804",Replace the cutter clutch assembly of a continuous miner.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G110,192,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000191] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000191] / "
*,"10839",Repair the power shift transmission of a self-propelled mobile machine. ,"2",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G130,193,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000192] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000192] / "
*,"10841",Repair the constant mesh transmission of a self-propelled mobile machine. ,"2",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G131,194,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000193] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000193] / "
*,"10843",Perform maintenance on a self-propelled mobile hydraulic drill rig.,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G132,195,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000194] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000194] / "
*,"10844",Repair a hydraulic accumulator.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G133,196,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000195] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000195] / "
*,"10846",Replace the hydraulic wheel motor of a self-propelled mobile machine.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G134,197,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000196] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000196] / "
*,"10848",Replace liners in a transfer chute.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G135,198,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000197] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000197] / "
*,"10850",Install a transfer chute.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G136,199,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000198] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000198] / "
*,"10855",Repair a transfer chute.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G137,200,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000199] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000199] / "
*,"10857",Replace a radial door on a transfer chute.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G138,201,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000200] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000200] / "
*,"10860",Develop a work piece by means of the parallel line development method. ,"3",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G139,202,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000201] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000201] / "
*,"10862",Repair a vertical spindle pump.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G142,203,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000202] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000202] / "
*,"10865",Replace a final drive/gearbox assembly of an underground locomotive.,"2",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G143,204,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000203] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000203] / "
*,"10868",Replace an axle assembly of an underground locomotive.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G144,205,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000204] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000204] / "
*,"10871",Replace components on a chairlift installation.,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G145,206,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000205] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000205] / "
*,"10874",Replace components on a conveyor belt installation.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G146,207,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000206] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000206] / "
*,"10876",Trace and correct faults on a diesel engine.,"3",7,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G147,208,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000207] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000207] / "
*,"9701",Load material using a hydraulic face shovel with a mass not exceeding 50000 kg.,"2",26,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G001,209,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000208] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000208] / "
*,"9702",Load material using a hydraulic face shovel with a mass between 50000 kg and 100000 kg.,"2",26,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G002,210,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000209] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000209] / "
*,"11020",Haul and dump material using an electro haul wheel type rigid body rear dumper.,"2",21,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G010,211,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000210] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000210] / "
*,"11666",Transport and distribute explosives using a light delivery explosives vehicle.,"1",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G011,212,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000211] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000211] / "
*,"9708",Transport and distribute explosives using a heavy-duty explosives vehicle.,"1",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G012,213,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000212] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000212] / "
*,"11018",Operate a Skid Steer Loader ,"1",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G014,214,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000213] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000213] / "
*,"11017",Drill holes using Large Diameter Rotary Drill exceeding 170mm ,"2",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G016,215,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000214] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000214] / "
*,"11671",Drill holes using down-the-hole-drill.,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G017,216,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000215] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000215] / "
*,"11672",Drill holes using a track type percussion drill.,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnS-G018,217,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000216] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000216] / "
*,"10455",Demonstrate a basic understanding of cement manufacturing.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G001,218,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000217] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000217] / "
*,"10457","Clear hot, dry material blockages in a mineral process.","3",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G002,219,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000218] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000218] / "
*,"10458",Mill material in a dry process mill utilising grinding materials,"3",22,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G003,220,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000219] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000219] / "
*,"10459",Operate materials handling plant. ,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G004,221,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000220] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000220] / "
*,"10461",Manufacture calcined products in a rotary kiln.,"4",36,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G005,222,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000221] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000221] / "
*,"10462",Demonstrate an understanding of cement technology.,"4",22,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G006,223,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000222] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000222] / "
*,"10464",Demonstrate an understanding of lime technology.,"4",16,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G007,224,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000223] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000223] / "
*,"10468",Monitor Plant and Equipment.,"2",9,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G008,225,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000224] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000224] / "
*,"10469",Manufacture calcined products in a vertical kiln.,"4",33,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G010,226,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000225] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000225] / "
*,"10470",Operate Programmable Logic Control (PLC) Systems.,"2",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G015,227,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000226] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000226] / "
*,"10472",Demonstrate a basic understanding of lime manufacturing.,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G018,228,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000227] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000227] / "
*,"10475",Hydrate burnt lime by means of a lime hydration plant.,"4",23,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G022,229,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000228] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000228] / "
*,"10476",Demonstrate Knowledge of Cement Quality.,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,CLA-G027,230,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000229] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1000229] / "
