"ZZOfoYear_ID[ZZOfoYear]","Value","Name","ZZMigrationCode","ZZOfoLevelType","IsSummary"
2025,"2021-6413","Stonemasons, Stone Cutters, Splitters and Carvers",1618,Unit Group,Y
2023,"2021-2262",Pharmacists,500,Unit Group,Y
2022,"2021-22",Health Professionals,6,Sub Major Group,Y
2025,"2021-3254",Dispensing Opticians,1481,Unit Group,Y
2025,"2021-62","Market-oriented Fishery Workers, Hunters and Trappers",148,Sub Major Group,Y
2022,"2021-3153",Aircraft Pilots and Related Associate Professionals,148,Unit Group,Y
2024,"2021-3114",Electronics Engineering Technicians,1005,Unit Group,Y
2025,"2021-4414",Scribes and Related Workers,1553,Unit Group,Y
2024,"2021-4311",Accounting and Bookkeeping Clerks,1102,Unit Group,Y
2022,"2021-2422",Policy Administration Professionals,88,Unit Group,Y
2025,"2021-6811","Butchers, Fishmongers and Related Food Preparers",1662,Unit Group,Y
2022,"2021-1321",Manufacturing Managers,15,Unit Group,Y
2022,"2021-6711",Building and Related Electricians,338,Unit Group,Y
2023,"2021-62","Market-oriented Fishery Workers, Hunters and Trappers",80,Sub Major Group,Y
2022,"2021-2519",Software and Applications Developers and Analysts not Elsewhere Classified,99,Unit Group,Y
2023,"2021-1211",Finance Managers,441,Unit Group,Y
2025,"2021-2356",Information Technology Trainers,1401,Unit Group,Y
2025,"2021-1212",Human Resource Managers,1326,Unit Group,Y
2024,"2021-7121",Metal Processing Plant Operators,1244,Unit Group,Y
2022,"2021-2619",Legal Professionals not Elsewhere Classified,106,Unit Group,Y
2023,"2021-3331",Clearing and Forwarding Agents,612,Unit Group,Y
2024,"2021-5163",Undertakers and Embalmers,1128,Unit Group,Y
2025,"2021-2421",Management and Organization Analysts,1406,Unit Group,Y
2025,"2021-3322",Commercial Sales Representatives,1493,Unit Group,Y
2022,"2021-3258",Ambulance Workers,166,Unit Group,Y
2022,"2021-7342",Earthmoving and Related Plant Operators,399,Unit Group,Y
2025,"2021-1331",Information and Communications Technology Service Managers,1338,Unit Group,Y
2023,"2021-6623",Print Finishing and Binding Workers,772,Unit Group,Y
2023,"2021-7322","Car, Taxi and Van Drivers",830,Unit Group,Y
2022,"2021-11","Chief Executives, Senior Officials and Legislators",1,Sub Major Group,Y
2023,"2021-3154",Air Traffic Controllers,584,Unit Group,Y
2024,"2021-2631",Economists,986,Unit Group,Y
2022,"2021-1341",Child Care Service Managers,20,Unit Group,Y
2022,"2021-7351",Ships' Deck Crews and Related Workers,402,Unit Group,Y
2025,"2021-67",Electrical and Electronics Trades Workers,153,Sub Major Group,Y
2022,"2021-3412",Social Work Associate Professionals,193,Unit Group,Y
2025,"2021-2146","Mining Engineers, Metallurgists and Related Professionals",1365,Unit Group,Y
2022,"2021-4414",Scribes and Related Workers,234,Unit Group,Y
2024,"2021-8213",Mixed Crop and Livestock Farm Labourers,1288,Unit Group,Y
2023,"2021-3112",Civil Engineering Technicians,561,Unit Group,Y
2023,"2021-3439",Artistic and Cultural Associate Professionals not Elsewhere Classified,637,Unit Group,Y
2023,"2021-6722",Information and Communications Technology Installers and Servicers and Related Occupations,777,Unit Group,Y
2023,"2021-8613",Sweepers and Related Labourers,865,Unit Group,Y
2024,"2021-3116",Chemical Engineering Technicians,1007,Unit Group,Y
2024,"2021-5424",Defence Support Members,1159,Unit Group,Y
2025,"2021-6813",Dairy Products Makers,1664,Unit Group,Y
2025,"2021-2412",Financial and Investment Advisors,1404,Unit Group,Y
2022,"2021-7155",Fur and Leather Preparing Machine Operators,378,Unit Group,Y
2022,"2021-8311",Mining and Quarrying Labourers,415,Unit Group,Y
2024,"2021-1324","Supply, Distribution and Related Managers",895,Unit Group,Y
2024,"2021-2514",Applications Programmers,975,Unit Group,Y
2025,"2021-3252",Medical Records and Health Information Technicians,1479,Unit Group,Y
2022,"2021-5223",Shop Sales Assistants,259,Unit Group,Y
2025,"2021-8624",Water and Firewood Collectors,1753,Unit Group,Y
2025,"2021-6533",Agricultural and Industrial Machinery Mechanics and Repairers,1643,Unit Group,Y
2025,"2021-8214",Garden and Horticultural Labourers,1731,Unit Group,Y
2022,"2021-4211",Bank Tellers and Related Clerks,213,Unit Group,Y
2022,"2021-5153",Building Caretakers,248,Unit Group,Y
2024,"2021-7151","Fibre Preparing, Spinning and Winding Machine Operators",1251,Unit Group,Y
2024,"2021-8216",Fishery and Aquaculture Labourers,1291,Unit Group,Y
2023,"2021-6836",Shoemakers and Related Workers,792,Unit Group,Y
2024,"2021-6419",Building Frame and Related Trades Workers not Elsewhere Classified,1179,Unit Group,Y
2025,"2021-2523",Computer Network Professionals,1421,Unit Group,Y
2025,"2021-6711",Building and Related Electricians,1657,Unit Group,Y
2022,"2021-1324","Supply, Distribution and Related Managers",18,Unit Group,Y
2024,"2021-2413",Financial Analysts,963,Unit Group,Y
2024,"2021-4323",Transport Clerks,1107,Unit Group,Y
2024,"2021-6534",Bicycle and Related Repairers,1202,Unit Group,Y
2023,"2021-6426",Plumbers and Pipe Fitters,743,Unit Group,Y
2024,"2021-6844",Fumigators and Other Pest and Weed Controllers,1238,Unit Group,Y
2024,"2021-3151",Ships' Engineers,1023,Unit Group,Y
2025,"2021-2422",Policy Administration Professionals,1407,Unit Group,Y
2023,"2021-1343",Aged Care Service Managers,457,Unit Group,Y
2023,"2021-3422","Sports Coaches, Instructors and Officials",631,Unit Group,Y
2022,"2021-2513",Web and Multimedia Developers,97,Unit Group,Y
2023,"2021-3134",Petroleum and Natural Gas Refining Plant Operators,575,Unit Group,Y
2025,"2021-3434",Chefs,1520,Unit Group,Y
2024,"2021-2513",Web and Multimedia Developers,974,Unit Group,Y
2024,"2021-5412",Police Officers,1151,Unit Group,Y
2025,"2021-2519",Software and Applications Developers and Analysts not Elsewhere Classified,1418,Unit Group,Y
2022,"2021-73",Drivers and Mobile Plant Operators,33,Sub Major Group,Y
2023,"2021-2634",Psychologists,547,Unit Group,Y
2025,"2021-7321",Motorcycle Drivers,1713,Unit Group,Y
2025,"2021-8321",Hand Packers,1737,Unit Group,Y
2023,"2021-2619",Legal Professionals not Elsewhere Classified,541,Unit Group,Y
2022,"2021-6111",Field Crop and Vegetable Growers,284,Unit Group,Y
2024,"2021-5212",Street Food Salespersons,1133,Unit Group,Y
2024,"2021-6222",Skilled Inland and Coastal Waters Fishery Workers,1316,Unit Group,Y
2022,"2021-3522",Telecommunications Engineering Technicians,208,Unit Group,Y
2023,"2021-7321",Motorcycle Drivers,829,Unit Group,Y
2024,"2021-5169",Personal Services Workers not Elsewhere Classified,1131,Unit Group,Y
2023,"2021-8623",Meter Readers and Vending-machine Collectors,868,Unit Group,Y
2022,"2021-7122","Metal Finishing, Plating and Coating Machine Operators",368,Unit Group,Y
2023,"2021-6419",Building Frame and Related Trades Workers not Elsewhere Classified,737,Unit Group,Y
2024,"2021-2523",Computer Network Professionals,979,Unit Group,Y
2022,"2021-6513",Sheet Metal Workers,315,Unit Group,Y
2022,"2021-6811","Butchers, Fishmongers and Related Food Preparers",343,Unit Group,Y
2023,"2021-2433",Technical and Medical Sales Professionals (Excluding ICT),528,Unit Group,Y
2023,"2021-3121",Mining Production / Operations Supervisors,569,Unit Group,Y
2024,"2021-3339",Business Services Agents not Elsewhere Classified,1058,Unit Group,Y
2025,"2021-1323",Construction Managers,1336,Unit Group,Y
2025,"2021-6426",Plumbers and Pipe Fitters,1627,Unit Group,Y
2025,"2021-6513",Sheet Metal Workers,1634,Unit Group,Y
2022,"2021-81",Cleaners and Helpers,34,Sub Major Group,Y
2024,"2021-1349",Professional Services Managers not Elsewhere Classified,904,Unit Group,Y
2024,"2021-8129",Other Cleaning Workers,1285,Unit Group,Y
2022,"2021-2149",Engineering Professionals not Elsewhere Classified,47,Unit Group,Y
2022,"2021-6613",Jewellery and Precious Metal Workers,328,Unit Group,Y
2022,"2021-5312",Teachers' Aides,269,Unit Group,Y
2023,"2021-2152",Electronics Engineers,484,Unit Group,Y
2023,"2021-7161",Food and Related Products Machine Operators,817,Unit Group,Y
2024,"2021-5153",Building Caretakers,1125,Unit Group,Y
2025,"2021-2264",Physiotherapists,1386,Unit Group,Y
2023,"2021-6312",Subsistence Livestock Farmers,729,Unit Group,Y
2024,"2021-5245",Service Station Attendants,1142,Unit Group,Y
2023,"2021-5142",Beauticians and Related Workers,680,Unit Group,Y
2023,"2021-7121",Metal Processing Plant Operators,802,Unit Group,Y
2025,"2021-3117",Mining and Metallurgical Technicians,1450,Unit Group,Y
2025,"2021-3342",Legal Secretaries,1502,Unit Group,Y
2022,"2021-6433",Building Structure Cleaners,312,Unit Group,Y
2024,"2021-1212",Human Resource Managers,884,Unit Group,Y
2022,"2021-6616","Sign Writers, Decorative Painters, Engravers and Etchers",331,Unit Group,Y
2024,"2021-2421",Management and Organization Analysts,964,Unit Group,Y
2024,"2021-11","Chief Executives, Senior Officials and Legislators",82,Sub Major Group,Y
2022,"2021-3334",Real Estate Agents and Property Managers,180,Unit Group,Y
2025,"2021-6114",Mixed Crop Growers,1606,Unit Group,Y
2025,"2021-8111",Domestic Cleaners and Helpers,1722,Unit Group,Y
2025,"2021-8329",Manufacturing Labourers not Elsewhere Classified,1738,Unit Group,Y
2022,"2021-2636",Religious Professionals,114,Unit Group,Y
2022,"2021-6618","Handicraft Workers in Textile, Leather and Related Materials",333,Unit Group,Y
2025,"2021-8129",Other Cleaning Workers,1727,Unit Group,Y
2023,"2021-2149",Engineering Professionals not Elsewhere Classified,482,Unit Group,Y
2024,"2021-2641",Authors and Related Writers,992,Unit Group,Y
2025,"2021-4121",Secretaries (General),1529,Unit Group,Y
2025,"2021-6844",Fumigators and Other Pest and Weed Controllers,1680,Unit Group,Y
2024,"2021-5121",Cooks,1118,Unit Group,Y
2024,"2021-2619",Legal Professionals not Elsewhere Classified,983,Unit Group,Y
2025,"2021-3116",Chemical Engineering Technicians,1449,Unit Group,Y
2025,"2021-7143",Paper Products Machine Operators,1692,Unit Group,Y
2024,"2021-3",TECHNICIANS AND ASSOCIATE PROFESSIONALS,21,Major Group,Y
2024,"2021-3212",Medical and Pathology Laboratory Technicians,1029,Unit Group,Y
2025,"2021-35",Information and Communications Technicians,138,Sub Major Group,Y
2025,"2021-8334",Shelf Fillers,1742,Unit Group,Y
2023,"2021-3256",Medical Assistants,599,Unit Group,Y
2024,"2021-3343",Administrative and Executive Secretaries,1061,Unit Group,Y
2025,"2021-1412",Restaurant Managers,1348,Unit Group,Y
2025,"2021-2132","Farming, Forestry and Fisheries Advisers",1358,Unit Group,Y
2022,"2021-2264",Physiotherapists,67,Unit Group,Y
2023,"2021-3339",Business Services Agents not Elsewhere Classified,616,Unit Group,Y
2023,"2021-7152",Weaving and Knitting Machine Operators,810,Unit Group,Y
2022,"2021-54",Protective Services Workers,23,Sub Major Group,Y
2024,"2021-6422",Floor Layers and Tile Setters,1181,Unit Group,Y
2022,"2021-4229",Client Information Workers not Elsewhere Classified,224,Unit Group,Y
2023,"2021-4323",Transport Clerks,665,Unit Group,Y
2025,"2021-3421",Athletes and Sports Players,1514,Unit Group,Y
2025,"2021-8612",Refuse Sorters,1748,Unit Group,Y
2023,"2021-65","Metal, Machinery and Related Trades Workers",66,Sub Major Group,Y
2022,"2021-2412",Financial and Investment Advisors,85,Unit Group,Y
2023,"2021-3311",Securities and Finance Dealers and Brokers,603,Unit Group,Y
2025,"2021-3222",Midwifery Associate Professionals,1475,Unit Group,Y
2023,"2021-8121",Hand Launderers and Pressers,840,Unit Group,Y
2022,"2021-6113","Gardeners, Ornamental Horticultural and Nursery Growers",286,Unit Group,Y
2025,"2021-71",Stationary Plant and Machine Operators,155,Sub Major Group,Y
2022,"2021-3514",Web Technicians,206,Unit Group,Y
2024,"2021-5414",Security Guards,1153,Unit Group,Y
2023,"2021-2512",Software Developers,531,Unit Group,Y
2025,"2021-4323",Transport Clerks,1549,Unit Group,Y
2025,"2021-6423",Plasterers,1624,Unit Group,Y
2025,"2021-7132",Photographic Products Machine Operators,1689,Unit Group,Y
2022,"2021-6833","Sewing, Embroidery and Related Workers",354,Unit Group,Y
2023,"2021-6821",Wood Treaters,784,Unit Group,Y
2024,"2021-2266",Audiologists and Speech Therapists,946,Unit Group,Y
2024,"2021-6721",Electronics Mechanics and Servicers,1218,Unit Group,Y
2022,"2021-1114",Senior Officials of Special-interest Organisations,4,Unit Group,Y
2023,"2021-4227",Survey and Market Research Interviewers,658,Unit Group,Y
2025,"2021-7151","Fibre Preparing, Spinning and Winding Machine Operators",1693,Unit Group,Y
2022,"2021-32",Health Associate Professionals,12,Sub Major Group,Y
2025,"2021-72",Assemblers,156,Sub Major Group,Y
2023,"2021-1331",Information and Communications Technology Service Managers,454,Unit Group,Y
2024,"2021-1343",Aged Care Service Managers,899,Unit Group,Y
2023,"2021-3131",Power Production Plant Operators,572,Unit Group,Y
2024,"2021-2166",Graphic and Multimedia Designers,933,Unit Group,Y
2025,"2021-1421",Retail and Wholesale Trade Managers,1349,Unit Group,Y
2022,"2021-2311",University and Higher Education Teachers,72,Unit Group,Y
2023,"2021-6223",Skilled Deep-sea Fishery Workers,875,Unit Group,Y
2023,"2021-5242",Sales Demonstrators,697,Unit Group,Y
2024,"2021-3259",Health Associate Professionals not Elsewhere Classified,1044,Unit Group,Y
2025,"2021-3118",Draughtspersons,1451,Unit Group,Y
2025,"2021-3313",Accounting Associate Professionals,1489,Unit Group,Y
2022,"2021-6114",Mixed Crop Growers,287,Unit Group,Y
2024,"2021-3332",Conference and Event Planners,1055,Unit Group,Y
2023,"2021-6411",House Builders,732,Unit Group,Y
2023,"2021-6422",Floor Layers and Tile Setters,739,Unit Group,Y
2024,"2021-3231",Traditional and Complementary Medicine Associate Professionals,1034,Unit Group,Y
2024,"2021-8622",Odd Job Persons,1309,Unit Group,Y
2024,"2021-3254",Dispensing Opticians,1039,Unit Group,Y
2023,"2021-14","Hospitality, Retail and Other Services Managers",43,Sub Major Group,Y
2023,"2021-2212",Specialist Medical Practitioners,493,Unit Group,Y
2022,"2021-1112",Senior Government Officials,2,Unit Group,Y
2022,"2021-6311",Subsistence Crop Farmers,293,Unit Group,Y
2022,"2021-3331",Clearing and Forwarding Agents,177,Unit Group,Y
2024,"2021-8624",Water and Firewood Collectors,1311,Unit Group,Y
2025,"2021-8213",Mixed Crop and Livestock Farm Labourers,1730,Unit Group,Y
2025,"2021-9000",Learner,1755,Unit Group,Y
2023,"2021-7111",Miners and Quarriers,798,Unit Group,Y
2023,"2021-3241",Veterinary Technicians and Assistants,593,Unit Group,Y
2023,"2021-2146","Mining Engineers, Metallurgists and Related Professionals",481,Unit Group,Y
2023,"2021-6514",Structural Metal Preparers and Erectors,751,Unit Group,Y
2024,"2021-6523",Metal Working Machine Tool Setters and Operators,1197,Unit Group,Y
2025,"2021-1211",Finance Managers,1325,Unit Group,Y
2023,"2021-7332",Heavy Truck and Lorry Drivers,832,Unit Group,Y
2024,"2021-2434",Information and Communications Technology Sales Professionals,971,Unit Group,Y
2024,"2021-5211",Stall and Market Salespersons,1132,Unit Group,Y
2024,"2021-5151",Cleaning and Housekeeping Supervisors,1123,Unit Group,Y
2025,"2021-8332",Drivers of Animal-drawn Vehicles and Machinery,1740,Unit Group,Y
2022,"2021-6112",Tree and Shrub Crop Growers,285,Unit Group,Y
2025,"2021-44",Other Clerical Support Workers,142,Sub Major Group,Y
2022,"2021-7159","Textile, Fur and Leather Products Machine Operators not Elsewhere Classified",381,Unit Group,Y
2023,"2021-7211",Mechanical Machinery Assemblers,824,Unit Group,Y
2022,"2021-2411",Accountants,84,Unit Group,Y
2023,"2021-8612",Refuse Sorters,864,Unit Group,Y
2024,"2021-2164",Town and Traffic Planners,931,Unit Group,Y
2024,"2021-8613",Sweepers and Related Labourers,1307,Unit Group,Y
2025,"2021-6512",Welders and Flame Cutters,1633,Unit Group,Y
2022,"2021-2421",Management and Organization Analysts,87,Unit Group,Y
2022,"2021-5161","Astrologers, Fortune-tellers and Related Workers",249,Unit Group,Y
2025,"2021-2311",University and Higher Education Teachers,1391,Unit Group,Y
2023,"2021-5423",Landward Defence Members,716,Unit Group,Y
2022,"2021-2144",Mechanical Engineers,44,Unit Group,Y
2022,"2021-2621",Archivists and Curators,107,Unit Group,Y
2024,"2021-3123",Construction Supervisors,1013,Unit Group,Y
2024,"2021-3511",Information and Communications Technology Operations Technicians,1080,Unit Group,Y
2023,"2021-2267",Optometrists and Ophthalmic Opticians,505,Unit Group,Y
2023,"2021-2631",Economists,544,Unit Group,Y
2025,"2021-2655",Actors,1441,Unit Group,Y
2025,"2021-54",Protective Services Workers,146,Sub Major Group,Y
2022,"2021-8511",Street and Related Service Workers,426,Unit Group,Y
2023,"2021-1347",Armed Forces Managers,461,Unit Group,Y
2024,"2021-7322","Car, Taxi and Van Drivers",1272,Unit Group,Y
2025,"2021-2321",Vocational or Further Education Teachers,1392,Unit Group,Y
2022,"2021-4221",Travel Consultants and Clerks,217,Unit Group,Y
2025,"2021-6835","Pelt Dressers, Tanners and Fellmongers",1675,Unit Group,Y
2024,"2021-6713",Electrical Line Installers and Repairers,1217,Unit Group,Y
2025,"2021-2131","Biologists, Botanists, Zoologists and Related Professionals",1357,Unit Group,Y
2024,"2021-8611",Garbage and Recycling Collectors,1305,Unit Group,Y
2025,"2021-4224",Hotel Receptionists,1539,Unit Group,Y
2022,"2021-4411",Library Clerks,231,Unit Group,Y
2025,"2021-6722",Information and Communications Technology Installers and Servicers and Related Occupations,1661,Unit Group,Y
2022,"2021-7161",Food and Related Products Machine Operators,382,Unit Group,Y
2023,"2021-2424",Training and Staff Development Professionals,525,Unit Group,Y
2023,"2021-4229",Client Information Workers not Elsewhere Classified,659,Unit Group,Y
2024,"2021-7342",Earthmoving and Related Plant Operators,1276,Unit Group,Y
2022,"2021-3513",Computer Network and Systems Technicians,205,Unit Group,Y
2024,"2021-2153",Telecommunications Engineers,927,Unit Group,Y
2024,"2021-2162",Landscape Architects,929,Unit Group,Y
2022,"2021-8214",Garden and Horticultural Labourers,412,Unit Group,Y
2025,"2021-3139",Process Control Technicians not Elsewhere Classified,1461,Unit Group,Y
2025,"2021-4225",Enquiry Clerks,1540,Unit Group,Y
2024,"2021-2331",Secondary or Intermediate and Senior Education Teachers,951,Unit Group,Y
2025,"2021-5423",Landward Defence Members,1600,Unit Group,Y
2025,"2021-6815",Food and Beverage Tasters and Graders,1666,Unit Group,Y
2023,"2021-82","Agricultural, Forestry and Fishery Labourers",74,Sub Major Group,Y
2022,"2021-3255",Physiotherapy Technicians and Assistants,163,Unit Group,Y
2022,"2021-6721",Electronics Mechanics and Servicers,341,Unit Group,Y
2024,"2021-6623",Print Finishing and Binding Workers,1214,Unit Group,Y
2023,"2021-5151",Cleaning and Housekeeping Supervisors,681,Unit Group,Y
2024,"2021-3359",Government Regulatory Associate Professionals not Elsewhere Classified,1068,Unit Group,Y
2023,"2021-2241",Paramedical Practitioners,497,Unit Group,Y
2025,"2021-1312",Aquaculture and Fisheries Production Managers,1333,Unit Group,Y
2022,"2021-7211",Mechanical Machinery Assemblers,389,Unit Group,Y
2023,"2021-2514",Applications Programmers,533,Unit Group,Y
2024,"2021-6533",Agricultural and Industrial Machinery Mechanics and Repairers,1201,Unit Group,Y
2025,"2021-6616","Sign Writers, Decorative Painters, Engravers and Etchers",1650,Unit Group,Y
2022,"2021-2512",Software Developers,96,Unit Group,Y
2022,"2021-3315",Valuers and Loss Assessors,172,Unit Group,Y
2022,"2021-7312","Railway Brake, Signal and Switch Operators",393,Unit Group,Y
2024,"2021-5241",Fashion and Other Models,1138,Unit Group,Y
2025,"2021-51",Personal Service Workers,143,Sub Major Group,Y
2022,"2021-2523",Computer Network Professionals,102,Unit Group,Y
2023,"2021-7181",Glass and Ceramics Plant Operators,820,Unit Group,Y
2024,"2021-24",Business and Administration Professionals,89,Sub Major Group,Y
2024,"2021-2352",Special Needs Teachers,955,Unit Group,Y
2025,"2021-1111",Legislators,1320,Unit Group,Y
2023,"2021-2341",Primary School or Foundational Phase Teachers,510,Unit Group,Y
2023,"2021-4212","Bookmakers, Croupiers and Related Gaming Workers",649,Unit Group,Y
2025,"2021-3331",Clearing and Forwarding Agents,1496,Unit Group,Y
2023,"2021-23",Teaching Professionals,46,Sub Major Group,Y
2022,"2021-5222",Shop Supervisors,258,Unit Group,Y
2023,"2021-3117",Mining and Metallurgical Technicians,566,Unit Group,Y
2023,"2021-6621",Pre-press Technicians,770,Unit Group,Y
2024,"2021-3422","Sports Coaches, Instructors and Officials",1073,Unit Group,Y
2025,"2021-3355",Police Inspectors and Detectives,1509,Unit Group,Y
2023,"2021-2413",Financial Analysts,521,Unit Group,Y
2024,"2021-2112",Meteorologists,911,Unit Group,Y
2025,"2021-3311",Securities and Finance Dealers and Brokers,1487,Unit Group,Y
2023,"2021-1431","Sports, Recreation and Cultural Centre Managers",466,Unit Group,Y
2023,"2021-3118",Draughtspersons,567,Unit Group,Y
2025,"2021-1345",Education Managers,1343,Unit Group,Y
2025,"2021-2632","Sociologists, Anthropologists and Related Professionals",1429,Unit Group,Y
2025,"2021-6615","Glass Makers, Cutters, Grinders and Finishers",1649,Unit Group,Y
2025,"2021-6222",Skilled Inland and Coastal Waters Fishery Workers,1758,Unit Group,Y
2023,"2021-51",Personal Service Workers,59,Sub Major Group,Y
2022,"2021-6813",Dairy Products Makers,345,Unit Group,Y
2023,"2021-3231",Traditional and Complementary Medicine Associate Professionals,592,Unit Group,Y
2022,"2021-6412",Bricklayers and Related Workers,298,Unit Group,Y
2022,"2021-2354",Other Music Teachers,80,Unit Group,Y
2022,"2021-6511",Metal Moulders and Coremakers,313,Unit Group,Y
2024,"2021-2141",Industrial and Production Engineers,918,Unit Group,Y
2024,"2021-5425",Airward Defence Members,1160,Unit Group,Y
2023,"2021-3342",Legal Secretaries,618,Unit Group,Y
2025,"2021-5169",Personal Services Workers not Elsewhere Classified,1573,Unit Group,Y
2023,"2021-6712",Electrical Mechanics and Fitters,774,Unit Group,Y
2025,"2021-1343",Aged Care Service Managers,1341,Unit Group,Y
2024,"2021-6313",Subsistence Mixed Crop and Livestock Farmers,1172,Unit Group,Y
2023,"2021-1213",Policy and Planning Managers,443,Unit Group,Y
2023,"2021-4132",Data Entry Clerks,647,Unit Group,Y
2022,"2021-5165",Driving Instructors,253,Unit Group,Y
2025,"2021-3155",Air Traffic Safety Electronics Technicians,1469,Unit Group,Y
2024,"2021-2522",Systems Administrators,978,Unit Group,Y
2025,"2021-6131",Mixed Crop and Animal Producers,1611,Unit Group,Y
2025,"2021-6619",Handicraft Workers not Elsewhere Classified,1653,Unit Group,Y
2022,"2021-6131",Mixed Crop and Animal Producers,292,Unit Group,Y
2023,"2021-5413",Prison Guards,710,Unit Group,Y
2025,"2021-0",NO MAPPING,38,Major Group,Y
2022,"2021-8312",Civil Engineering Labourers,416,Unit Group,Y
2023,"2021-5322",Home-based Personal Care Workers,706,Unit Group,Y
2023,"2021-5419",Protective Services Workers not Elsewhere Classified,713,Unit Group,Y
2025,"2021-2221",Nursing Professionals,1378,Unit Group,Y
2024,"2021-2422",Policy Administration Professionals,965,Unit Group,Y
2022,"2021-3439",Artistic and Cultural Associate Professionals not Elsewhere Classified,202,Unit Group,Y
2023,"2021-7155",Fur and Leather Preparing Machine Operators,813,Unit Group,Y
2024,"2021-0",NO MAPPING,28,Major Group,Y
2022,"2021-1439",Services Managers not Elsewhere Classified,32,Unit Group,Y
2022,"2021-6312",Subsistence Livestock Farmers,294,Unit Group,Y
2025,"2021-2231",Traditional and Complementary Medicine Professionals,1380,Unit Group,Y
2025,"2021-6831","Tailors, Dressmakers, Furriers and Hatters",1671,Unit Group,Y
2022,"2021-2655",Actors,122,Unit Group,Y
2022,"2021-4415",Filing and Copying Clerks,235,Unit Group,Y
2022,"2021-7111",Miners and Quarriers,363,Unit Group,Y
2023,"2021-3143",Forestry Technicians,580,Unit Group,Y
2025,"2021-6431",Painters and Related Workers,1629,Unit Group,Y
2025,"2021-2162",Landscape Architects,1371,Unit Group,Y
2025,"2021-3114",Electronics Engineering Technicians,1447,Unit Group,Y
2023,"2021-3258",Ambulance Workers,601,Unit Group,Y
2023,"2021-6534",Bicycle and Related Repairers,760,Unit Group,Y
2025,"2021-3333",Employment Agents and Contractors,1498,Unit Group,Y
2024,"2021-6722",Information and Communications Technology Installers and Servicers and Related Occupations,1219,Unit Group,Y
2024,"2021-3355",Police Inspectors and Detectives,1067,Unit Group,Y
2025,"2021-2113",Chemists,1354,Unit Group,Y
2024,"2021-6129",Other Animal Producers not Elsewhere Classified,1168,Unit Group,Y
2022,"2021-3332",Conference and Event Planners,178,Unit Group,Y
2022,"2021-6615","Glass Makers, Cutters, Grinders and Finishers",330,Unit Group,Y
2025,"2021-8623",Meter Readers and Vending-machine Collectors,1752,Unit Group,Y
2024,"2021-2131","Biologists, Botanists, Zoologists and Related Professionals",915,Unit Group,Y
2022,"2021-2643","Translators, Interpreters and Other Linguists",117,Unit Group,Y
2022,"2021-5212",Street Food Salespersons,256,Unit Group,Y
2025,"2021-2513",Web and Multimedia Developers,1416,Unit Group,Y
2025,"2021-8216",Fishery and Aquaculture Labourers,1733,Unit Group,Y
2022,"2021-8621","Messengers, Package Deliverers and Luggage Porters",431,Unit Group,Y
2023,"2021-4311",Accounting and Bookkeeping Clerks,660,Unit Group,Y
2023,"2021-1223",Research and Development Managers,447,Unit Group,Y
2023,"2021-1349",Professional Services Managers not Elsewhere Classified,462,Unit Group,Y
2023,"2021-1322",Mining Managers,451,Unit Group,Y
2023,"2021-3139",Process Control Technicians not Elsewhere Classified,577,Unit Group,Y
2023,"2021-4313",Payroll Clerks,662,Unit Group,Y
2025,"2021-2521",Database Designers and Administrators,1419,Unit Group,Y
2025,"2021-3353",Government Social Benefits Officials,1507,Unit Group,Y
2022,"2021-7154","Bleaching, Dyeing and Fabric Cleaning Machine Operators",377,Unit Group,Y
2023,"2021-6815",Food and Beverage Tasters and Graders,782,Unit Group,Y
2024,"2021-2622",Librarians and Related Information Professionals,985,Unit Group,Y
2022,"2021-1213",Policy and Planning Managers,8,Unit Group,Y
2022,"2021-2355",Other Arts Teachers,81,Unit Group,Y
2024,"2021-6811","Butchers, Fishmongers and Related Food Preparers",1220,Unit Group,Y
2022,"2021-5231",Cashiers and Ticket Clerks,260,Unit Group,Y
2024,"2021-6314","Subsistence Fishers, Hunters, Trappers and Gatherers",1173,Unit Group,Y
2025,"2021-84",Food Preparation Assistants,161,Sub Major Group,Y
2023,"2021-3314","Statistical, Mathematical and Related Associate Professionals",606,Unit Group,Y
2022,"2021-2431",Advertising and Marketing Professionals,91,Unit Group,Y
2022,"2021-4227",Survey and Market Research Interviewers,223,Unit Group,Y
2024,"2021-5",SERVICE AND SALES WORKERS,23,Major Group,Y
2025,"2021-1",MANAGERS,29,Major Group,Y
2024,"2021-2355",Other Arts Teachers,958,Unit Group,Y
2023,"2021-7113",Well Drillers and Borers and Related Workers,800,Unit Group,Y
2023,"2021-4211",Bank Tellers and Related Clerks,648,Unit Group,Y
2025,"2021-2423",Personnel and Careers Professionals,1408,Unit Group,Y
2022,"2021-3",TECHNICIANS AND ASSOCIATE PROFESSIONALS,3,Major Group,Y
2022,"2021-6611",Precision-instrument Makers and Repairers,326,Unit Group,Y
2024,"2021-3153",Aircraft Pilots and Related Associate Professionals,1025,Unit Group,Y
2024,"2021-4131",Typists and Word Processing Operators,1088,Unit Group,Y
2024,"2021-8331",Hand and Pedal Vehicle Drivers,1297,Unit Group,Y
2025,"2021-2266",Audiologists and Speech Therapists,1388,Unit Group,Y
2024,"2021-7331",Bus and Tram Drivers,1273,Unit Group,Y
2024,"2021-8214",Garden and Horticultural Labourers,1289,Unit Group,Y
2025,"2021-64",Building and Related Trades Workers,150,Sub Major Group,Y
