"AD_Org_ID[Name]","ZZSAQAQualificationCode","ZZSAQAQualificationTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZQualityAssuranceBody","ZZQualificationType","ZZReplacementQualification_ID[ZZSAQAQualificationCode]","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMinimumElectiveCredits","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"21840",National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),"3",140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,2006-06-12 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,55,,"<ZZQualification>: Inserted X_ZZQualification[1000627Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000627Name=null] / "
*,"14115",National Certificate in Fast Food Services,"3",138,2007-08-07 00:00:00.000,2010-08-07 00:00:00.000,2011-08-07 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,56,,"<ZZQualification>: Inserted X_ZZQualification[1000628Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000628Name=null] / "
*,"23654",National Certificate in Generic Management,"3",120,2006-05-02 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,57,,"<ZZQualification>: Inserted X_ZZQualification[1000629Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000629Name=null] / "
*,"23656",Further Education and Training Certificate in Management,"4",140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,2010-03-14 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,58,,"<ZZQualification>: Inserted X_ZZQualification[1000630Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000630Name=null] / "
*,"58274",Further Education and Training Certificate in Jewellery Setting Processes,"4",146,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,59,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZQualification>: Inserted X_ZZQualification[1000631Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000631Name=null] / "
*,"22859",National Certificate in Autotronics,"3",140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,60,,"<ZZQualification>: Inserted X_ZZQualification[1000632Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000632Name=null] / "
*,"48918",Further Education and Training Certificate in Measurement Control and Instrumentation,"6",120,2007-08-07 00:00:00.000,2010-08-07 00:00:00.000,2011-08-07 00:00:00.000,1900-01-01 00:00:00.000,"629",Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,61,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZQualification>: Inserted X_ZZQualification[1000633Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000633Name=null] / "
*,"50309",Further Education and Training Certificate: Environmental Practice,"4",140,2006-04-20 00:00:00.000,2009-04-20 00:00:00.000,2010-04-20 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,62,,"<ZZQualification>: Inserted X_ZZQualification[1000634Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000634Name=null] / "
*,"49596",National Certificate: Radiation Monitoring,"3",120,2008-06-24 00:00:00.000,2011-06-24 00:00:00.000,2012-06-24 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,63,,"<ZZQualification>: Inserted X_ZZQualification[1000635Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000635Name=null] / "
*,"57692",Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,"4",159,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,64,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444,"<ZZQualification>: Inserted X_ZZQualification[1000636Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000636Name=null] / "
*,"57876",Further Education and Training Certificate: Jewellery Manufacturing Operations,"4",150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,65,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZQualification>: Inserted X_ZZQualification[1000637Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000637Name=null] / "
*,"57875",Further Education and Training Certificate: Jewellery Designing,"4",146,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,66,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZQualification>: Inserted X_ZZQualification[1000638Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000638Name=null] / "
*,"60295",Further Education and Training Certificate: Electro-Mechanics: Mining and Minerals,"4",171,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,67,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZQualification>: Inserted X_ZZQualification[1000639Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000639Name=null] / "
*,"58267",General Education and Training Certificate: Mining and Minerals Processes,"1",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,68,,"<ZZQualification>: Inserted X_ZZQualification[1000640Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000640Name=null] / "
*,"60293",National Certificate: Electro-Mechanics: Mining and Minerals,"2",166,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,69,,"<ZZQualification>: Inserted X_ZZQualification[1000641Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000641Name=null] / "
*,"60294",National Certificate: Electro-Mechanics: Mining and Minerals,"3",141,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,70,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZQualification>: Inserted X_ZZQualification[1000642Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000642Name=null] / "
*,"2663/05",Continous Processes: Chemical Operations,,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,71,,"<ZZQualification>: Inserted X_ZZQualification[1000643Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000643Name=null] / "
*,"58739",National Certificate: Mining Operations for Underground Hard Rock,"2",130,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,72,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZQualification>: Inserted X_ZZQualification[1000644Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000644Name=null] / "
*,"58760",National Certificate: Rock Breaking Underground Hard Rock (Version 3),"3",126,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,73,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZQualification>: Inserted X_ZZQualification[1000645Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000645Name=null] / "
*,"60290",National Certificate Engineering Fabrication: Mining and Minerals,"2",148,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,74,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZQualification>: Inserted X_ZZQualification[1000646Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000646Name=null] / "
*,"60291",National Ceritificate Engineering Fabrication: Mining and Minerals,"3",138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,75,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZQualification>: Inserted X_ZZQualification[1000647Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000647Name=null] / "
*,"60292",Further Education and Training Certificate in Engineering Fabrication: Mining and Minerals,"4",141,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,76,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZQualification>: Inserted X_ZZQualification[1000648Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000648Name=null] / "
*,"20907",National Certificate in Customer Management,"4",120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,2009-09-13 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,77,,"<ZZQualification>: Inserted X_ZZQualification[1000649Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000649Name=null] / "
*,"50334",National Certificate in Occupationally Directed Education Training and Develpment Practivrd,"5",120,2006-08-30 00:00:00.000,2009-08-30 00:00:00.000,2010-08-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,78,,"<ZZQualification>: Inserted X_ZZQualification[1000650Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000650Name=null] / "
*,"58952",further Education and Training Certificate: Laboratory Analysis,"4",140,2007-10-18 00:00:00.000,2010-10-18 00:00:00.000,2011-10-18 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,79,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZQualification>: Inserted X_ZZQualification[1000651Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000651Name=null] / "
*,"59305",National Certificate Mineral Processing,"2",129,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,80,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZQualification>: Inserted X_ZZQualification[1000652Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000652Name=null] / "
*,"59851",National Certificate: Diamond Processing,"3",150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,81,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZQualification>: Inserted X_ZZQualification[1000653Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000653Name=null] / "
*,"59549",National Certificate: Strata Control Operations,"2",123,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,82,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZQualification>: Inserted X_ZZQualification[1000654Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000654Name=null] / "
*,"60369",National Certificate Strata Contol operations,"3",136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,83,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZQualification>: Inserted X_ZZQualification[1000655Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000655Name=null] / "
*,"63477",National Certificate: Mechanical Engineering : Mining and Minerals,"2",130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,84,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZQualification>: Inserted X_ZZQualification[1000656Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000656Name=null] / "
*,"63471",National Certificate: Mechanical Engineering: Fitting: Mining and Minerals,"3",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,85,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZQualification>: Inserted X_ZZQualification[1000657Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000657Name=null] / "
*,"63481",FETC: Mechanical Engineering : Fitting: Mining and Minerals,"4",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,86,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZQualification>: Inserted X_ZZQualification[1000658Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000658Name=null] / "
*,"60349",National Certificate: Mining Technical Support,"2",125,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,87,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZQualification>: Inserted X_ZZQualification[1000659Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000659Name=null] / "
*,"23953 ",Further Education and Training Certificate: New Venture Creation (SMME) ,"4",162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,2012-05-13 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,88,,"<ZZQualification>: Inserted X_ZZQualification[1000660Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000660Name=null] / "
*,"23630",National Certificate Plater/Boilermaker ,"3",0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,N,89,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZQualification>: Inserted X_ZZQualification[1000661Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000661Name=null] / "
*,"23631",National Certificate Plater/Welder ,"3",0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,N,90,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZQualification>: Inserted X_ZZQualification[1000662Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000662Name=null] / "
*,"49014",National Certificate in  Rockbreaking for Underground Hard Rock (version 2),"3",130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,91,,"<ZZQualification>: Inserted X_ZZQualification[1000663Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000663Name=null] / "
*,"23633",National Certificate: Millwright,"4",0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,N,92,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZQualification>: Inserted X_ZZQualification[1000664Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000664Name=null] / "
*,"49013",National Certificate Mining Operations Underground Hard Rock ,"2",140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,93,,"<ZZQualification>: Inserted X_ZZQualification[1000665Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000665Name=null] / "
*,"23655",Natioanl Certificate: Business Administration Services,"3",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,2010-05-02 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,94,,"<ZZQualification>: Inserted X_ZZQualification[1000666Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000666Name=null] / "
*,"48873",Occupationally Directed Education and Training Practices,"5",125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,2008-06-09 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,95,,"<ZZQualification>: Inserted X_ZZQualification[1000667Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000667Name=null] / "
*,"35928",National Certificate: Business Administration,"4",140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,2011-01-23 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,96,,"<ZZQualification>: Inserted X_ZZQualification[1000668Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000668Name=null] / "
*,"16Q1600616",Lump ore Beneficiation: Diamonds  (version2),"2",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,97,,"<ZZQualification>: Inserted X_ZZQualification[1000669Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000669Name=null] / "
*,"62796",Further Education and Taining CertificateL Strata Control Operations,"4",165,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,98,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZQualification>: Inserted X_ZZQualification[1000670Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000670Name=null] / "
*,"64249",Further Education and Training Certificate: Diamond and Evaluation,"4",164,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,99,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZQualification>: Inserted X_ZZQualification[1000671Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000671Name=null] / "
*,"49648",National Certificate: New Venture Creation (SMME),"2",138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,"611",Unit Standard Based,,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-07-01 00:00:00.000,N,Y,138,Y,100,,"<ZZQualification>: Inserted X_ZZQualification[1000672Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000672Name=null] / "
*,"65190",National Certificate: Metals Production: Mining and Minerals,"2",120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,101,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZQualification>: Inserted X_ZZQualification[1000673Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000673Name=null] / "
*,"65192",National Certificate: Metals Production: Mining and Minerals,"3",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,102,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZQualification>: Inserted X_ZZQualification[1000674Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000674Name=null] / "
*,"65194",Further Education and Training Certificate: Metals Production: Mining and Minerals,"4",140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,103,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZQualification>: Inserted X_ZZQualification[1000675Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000675Name=null] / "
*,"62869",National Certificate: Rockbreaking: Surface Excavations,"3",141,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,104,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZQualification>: Inserted X_ZZQualification[1000676Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000676Name=null] / "
*,"64309",General Education and Training Certificate: Adult Basic Education and Training,"1",120,2008-11-26 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,105,,"<ZZQualification>: Inserted X_ZZQualification[1000677Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000677Name=null] / "
*,"64909",National Certificate: Small Scale Mining,"2",143,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,106,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZQualification>: Inserted X_ZZQualification[1000678Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000678Name=null] / "
