"AD_Org_ID[Name]","ZZModuleCode","ZZModuleTitle","ZZQualityAssuranceBody","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNqfLevel","ZZLearningType","ZZModuleType","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"661301-KM-04",Metal and Jewellery Arts 3,"629",24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,142,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000720] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000720] / "
*,"661301-PM-01",Conduct basic metal work,"629",25,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,143,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000721] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000721] / "
*,"661301-PM-02",Execute cold joining,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,144,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000722] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000722] / "
*,"661301-PM-03",Manufacture basic jewellery,"629",45,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,145,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000723] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000723] / "
*,"661301-PM-04",Produce jewellery using re-production techniques,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,146,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000724] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000724] / "
*,"661301-PM-05",Interpret jewellery designs,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,147,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000725] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000725] / "
*,"661301-PM-06",Manufacture a variety of jewellery item,"629",48,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,148,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000726] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000726] / "
*,"661301-PM-07",Identify and separate natural gemstones from their simulants,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,149,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000727] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000727] / "
*,"661301-PM-08",Manufacture complex jewellery items,"629",48,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,150,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000728] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000728] / "
*,"661301-PM-09",Conduct basic setting of gemstones,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,151,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000729] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000729] / "
*,"661301-PM-10",Repair complex jewellery pieces,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,152,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000730] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000730] / "
*,"661301-WM-01",Metal work processes,"629",50,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,153,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000731] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000731] / "
*,"661301-WM-02",Jewellery assembly and finishing processes,"629",14,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,154,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000732] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000732] / "
*,"661301-WM-03",Jewellery Workshop processes and tools,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,155,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000733] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000733] / "
*,"661301-WM-04",Jewellery manufacturing processes,"629",100,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,156,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000734] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000734] / "
*,"661301-WM-05",Jewellery manufacturing planning processes,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,157,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000735] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000735] / "
*,"661301-WM-06",Materials management processes,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,158,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000736] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000736] / "
*,"661301-WM-07",Stone setting processes,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,159,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000737] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000737] / "
*,"661301-WM-08",Jewellery repair and planning processes,"629",14,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,160,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000738] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000738] / "
*,"661301-WM-09",Specialised jewellery manufacturing techniques and processes,"629",39,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,161,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000739] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000739] / "
*,"661302-000-00-00-KM-01",Introduction to Stone Setting,"629",38,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Knowledge,Core,Y,162,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000740] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000740] / "
*,"661302-000-00-00-KM-02",Diamond and Gemstone Setter Theory,"629",15,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Knowledge,Core,Y,163,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000741] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000741] / "
*,"661302-000-00-00-KM-03",Advanced Setting,"629",56,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Knowledge,Core,Y,164,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000742] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000742] / "
*,"661302-000-00-00-PM-01",Conduct Basic Setting Techniques,"629",48,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Application,Core,Y,165,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000743] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000743] / "
*,"661302-000-00-00-PM-02",Prepare for Stone Setting,"629",40,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Application,Core,Y,166,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000744] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000744] / "
*,"661302-000-00-00-PM-03",Conduct Basic Setting,"629",10,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Application,Core,Y,167,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000745] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000745] / "
*,"661302-000-00-00-PM-04",Identify and Examine Gemstones,"629",8,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Application,Core,Y,168,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000746] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000746] / "
*,"661302-000-00-00-PM-05",Set Stones in a Variety of Jewellery Items,"629",38,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Application,Core,Y,169,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000747] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000747] / "
*,"661302-000-00-00-PM-06",Set Stones in a Variety of Settings,"629",24,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Application,Core,Y,170,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000748] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000748] / "
*,"661302-000-00-00-PM-07",Set Stones in Complex Jewellery Using Advanced Setting Techniques,"629",30,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Application,Core,Y,171,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000749] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000749] / "
*,"661302-000-00-00-PM-08","Remove, Reset & Replace Stones into Jewellery Items","629",10,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Application,Core,Y,172,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000750] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000750] / "
*,"661302-000-00-00-WM-01",Preparation Processes for Setting,"629",5,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Work experience,Core,Y,173,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000751] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000751] / "
*,"661302-000-00-00-WM-02",Health and Safety for Stone Setting Workshop Processes and Tools,"629",5,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Work experience,Core,Y,174,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000752] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000752] / "
*,"661302-000-00-00-WM-03",Stone Setting Processes,"629",25,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"3",Work experience,Core,Y,175,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000753] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000753] / "
*,"661302-000-00-00-WM-04",Removal and Resetting of Stones and Restoring pf Jewellery Items,"629",25,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Work experience,Core,Y,176,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000754] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000754] / "
*,"661302-000-00-00WM-05",Specialised and Advanced Setting Processes,"629",148,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Work experience,Core,Y,177,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000755] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000755] / "
*,"661302-000-00-00-WM-06","Material, Tools Consumables Management Processes","629",5,2021-03-25 00:00:00.000,2026-03-25 00:00:00.000,2027-03-25 00:00:00.000,2030-03-25 00:00:00.000,"4",Work experience,Core,Y,178,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000756] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000756] / "
*,"672105000-KM-01",Occupational Health and Safety legislation,"53",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,179,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000757] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000757] / "
*,"672105000-KM-02",Electricity and Electronics,"53",13,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,180,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000758] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000758] / "
*,"672105000-KM-03",Complex electronic components and circuits,"53",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,181,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000759] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000759] / "
*,"672105000-KM-04",Introduction to Instrumentation,"53",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,182,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000760] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000760] / "
*,"672105000-KM-05",Engineering tools and Test Equipment,"53",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,183,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000761] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000761] / "
*,"672105000-KM-06",Pressure and pressure measurement,"53",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,184,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000762] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000762] / "
*,"672105000-KM-07",Flow and flow measurement,"53",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,185,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000763] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000763] / "
*,"672105000-KM-08",Level and level measurement,"629",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,186,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000764] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000764] / "
*,"672105000-KM-09",Temperature and temperature measurement,"629",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,187,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000765] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000765] / "
*,"672105000-KM-10",Final control elements,"53",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,188,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000766] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000766] / "
*,"672105000-KM-11",Pneumatic system,"53",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-03-06 00:00:00.000,"4",Knowledge,Core,Y,189,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000767] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000767] / "
*,"672105000-KM-12",Hydraulic System,"53",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,190,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000768] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000768] / "
*,"672105000-KM-13",Relay logic circuits,"53",8,2018-07-01 00:00:00.000,2023-06-01 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,191,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000769] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000769] / "
*,"672105000-KM-14",Introduction to Programmable Logic Controllers (PLC),"53",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,192,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000770] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000770] / "
*,"672105000-KM-15",Programmable Instrumentation (SMART),"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,193,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000771] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000771] / "
*,"652302000-KM-01",Basic engineering theory,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,194,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000772] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000772] / "
*,"672105000-KM-16",Process Control Loops and Automatic Control,"53",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,195,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000773] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000773] / "
*,"672105000-KM-17",Instrumentation Drawings,"53",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Knowledge,Core,Y,196,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000774] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000774] / "
*,"652302000-KM-02",Fitting Theory,"599",38,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,197,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000775] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000775] / "
*,"672105000-KM-18",Process communication systems,"53",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"6",Knowledge,Core,Y,198,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000776] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000776] / "
*,"672105000-KM-19",Fault finding on instrumentation equipment and systems,"53",5,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"6",Knowledge,Core,Y,199,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000777] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000777] / "
*,"672105000-PM-01","Select, use and care of engineering hand and power tools and test equipment","53",25,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,200,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000778] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000778] / "
*,"672105000-PM-02","Analyse, design and construct an electronic circuit","53",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Application,Core,Y,201,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000779] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000779] / "
*,"652302000-KM-03",Machining Theory,"599",36,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,202,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000780] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000780] / "
*,"672105000-PM-03",Calibrate and test instrumentation equipment within specifications,"53",50,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,203,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000781] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000781] / "
*,"672105000-PM-04",Install/remove instruments and components within manufacturer's specifications and plant standards,"53",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,204,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000782] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000782] / "
*,"672105000-PM-05",Compare measured variable values and adjust process loops,"53",25,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2023-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Application,Core,Y,205,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000783] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000783] / "
*,"652302000-PS-01",Fabricate simple components or work pieces using basic hand skills and hand tools,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,206,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000784] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000784] / "
*,"672105000-PM-06",Carry out fault diagnosis and repair faults on Instruments,"53",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Application,Core,Y,207,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000785] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000785] / "
*,"672105000-PM-07","Maintain systems, instruments and components","53",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,208,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000786] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000786] / "
*,"652302000-PS-02",Fabricate components or work pieces using power tools or machinery,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,209,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000787] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000787] / "
*,"672105000-WM-01",Calibration processes and procedures for instrumentation equipment,"53",40,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,210,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000788] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000788] / "
*,"652302000-PS-03","Dissemble, clean and inspect mechanical sub-assemblies","599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,211,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000789] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000789] / "
*,"672105000-WM-02",Processes of removal and installation of instrumentation equipment,"53",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,212,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000790] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000790] / "
*,"672105000-WM-03",Processes of optimising process control loop and control loops,"53",50,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Work experience,Core,Y,213,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000791] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000791] / "
*,"672105000-WM-04",Diagnostic processes for fault finding for instrumentation equipment and control systems,"53",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Work experience,Core,Y,214,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000792] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000792] / "
*,"652302000-PS-04",Replace components and assemble mechanical subassemblies and machines,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,215,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000793] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000793] / "
*,"672105000-WM-05",Maintenance processes for instrumentation equipment reliability,"53",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"5",Work experience,Core,Y,216,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000794] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000794] / "
