"AD_Org_ID[Name]","ZZLearnershipTitle","ZZLearnershipCode","ZZLearnershipType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZNqfLevel","ZZCredits","ZZQualityAssuranceBody","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,National Certificate: Rock Breaking Underground Hard Rock: Conventional Mining,"16Q160088331263 ",,"58760","3",126,,2012-06-30 00:00:00.000,2012-06-30 00:00:00.000,0,Y,80,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000865] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000865] / "
*,National Certificate: Rock Breaking Underground Hard Rock: Mechanised Mining,"16Q160087331293",,"58760","3",126,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,Y,81,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000866] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000866] / "
*,National Certificate: Mineral Processing: Base Metals,"16Q160094641292",,"59305","2",129,,2007-11-28 00:00:00.000,2007-11-28 00:00:00.000,0,Y,82,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000867] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000867] / "
*,National Certificate: Lump Ore Beneficiation: Diamonds,"16Q160061611632",,"49045","2",163,,2004-12-02 00:00:00.000,1900-01-01 00:00:00.000,0,Y,83,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000868] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000868] / "
*,National Certificate: Lump Ore Beneficiation: Heavy Minerals,"16Q160063611632",,"49045","2",0,,2004-12-02 00:00:00.000,1900-01-01 00:00:00.000,0,Y,84,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000869] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000869] / "
*,National Certificate: Engineering Fabrication,"16Q160090442142",,"60290","2",148,,2007-08-16 00:00:00.000,2007-08-16 00:00:00.000,0,Y,85,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000870] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000870] / "
*,National Certificate: Engineering Fabrication,"16Q160091512863",,"60291","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,86,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000871] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000871] / "
*,National Certificate: Occupational Hygiene and Safety,"16Q160068541443",,"79826","3",144,,2008-10-20 00:00:00.000,2008-10-20 00:00:00.000,0,Y,87,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000872] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000872] / "
*,National Certificate: Plater/Boilermaker: Coal,"16Q160020001343",,"23630","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,88,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000873] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000873] / "
*,National Certificate: Plater/Boilermaker: Diamonds Open Cast,"16Q160022001493",,"23630","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,89,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000874] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000874] / "
*,National Certificate: Plater/Boilermaker: Metalliferous,"16Q160021001733",,"23630","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,90,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000875] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000875] / "
*,National Certificate: Plater/Boilermaker: Opencast,"16Q160019001323",,"23630","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,91,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000876] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000876] / "
*,National Certificate Plater/Welder - Coal,"16Q160016001333",,"23631","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,92,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000877] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000877] / "
*,National Certificate: Plater/Welder: Metalliferous,"16Q160017001773",,"23631","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,93,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000878] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000878] / "
*,National Certificate: Plater/Welder: Open Cast,"16Q160051001463",,"23631","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,94,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000879] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000879] / "
*,National Certificate: Plater/Welder: Underground Diamonds,"16Q160018001623",,"23631","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,95,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000880] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000880] / "
*,National Certificate: Plater/Welder: Diamonds Opencast,"16Q160018001523",,"23631","3",0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,96,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000881] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000881] / "
*,National Certificate: Rockbreaking: Underground Hard Rock,"16Q160067321303",,"49014","3",130,,2007-04-03 00:00:00.000,2007-04-03 00:00:00.000,0,Y,97,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000882] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000882] / "
*,National Certificate: Mining Operations: Underground Hard Rock,"16Q160066551402",,"49013","2",140,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,98,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000883] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000883] / "
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Cement Manufacturing,"16Q160074271594",,"57692","4",159,,2007-03-07 00:00:00.000,2007-03-07 00:00:00.000,0,Y,99,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000884] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000884] / "
*,Occupationally Directed Education and Training Practices,"07Q070003151335",,"48873","5",133,,2004-11-01 00:00:00.000,2004-11-01 00:00:00.000,0,Y,100,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000885] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000885] / "
*,National Certificate: Mining Operations Underground Hard Rock Tabular,"16Q160059991692",,"21839","2",169,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,101,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000886] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000886] / "
*,National Certificate: Millwright: Metalliferous,"16Q160030004444",,"23633","4",444,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,102,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000887] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000887] / "
*,National Certificate: Millwright: Opencast,"16Q160031003814",,"23633","4",381,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,103,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000888] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000888] / "
*,National Certificate: Millwright: Coal,"16Q160029004094",,"23633","4",409,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,104,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000889] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000889] / "
*,National Certificate: Rockbreaking for Underground Hard Rock Tabular Ore Bodies ,"16Q160060391203",,"21840","3",120,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,105,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000890] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000890] / "
*,National Certificate: Strata Control Operations: Underground Hard Rock Mining,"16Q160103401232 ",,"59549","2",123,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,106,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000891] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000891] / "
*,National Certificate: Strata Control Operations: Massive Mining,"16Q160104391232",,"59549","3",150,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,107,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000892] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000892] / "
*,National Certificate: Diamond Processing: Preparation,"16Q160097281503 ",,"59851","3",150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,108,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000893] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000893] / "
*,National Certificate: Diamond Processing: Top Polishing,"16Q160100291503",,"59851","3",150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,109,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000894] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000894] / "
*,National Certificate: Strata Control Operations: Underground Coal Mining,"16Q160102411232 ",,"59549","2",123,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,110,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000895] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000895] / "
*,National Certificate: Strata Control Operations: Surface Mining,"16Q160105411232 ",,"59549","2",123,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,111,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000896] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000896] / "
*,National Certificate: Diamond Processing: Bottom Polishing,"16Q160099291503 ",,"59851","3",150,,2009-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,112,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000897] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000897] / "
*,National Certificate: Diamond Processing: Automatic Polishing,"16Q160101301503 ",,"59851","3",150,,2008-02-02 00:00:00.000,2008-10-27 00:00:00.000,0,Y,113,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000898] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000898] / "
*,National Certificate: Diesel Mechanic: Open Cast,"16Q160052001463",,"23624","3",146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,114,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000899] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000899] / "
*,National Certificate Millwright – Diamond,"16Q160028003394",,"23633","4",339,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,115,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000900] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000900] / "
*,National Certificate: Diesel Mechanic: Underground Diamonds,"16Q160011001303",,"23624","2",168,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,116,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000901] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000901] / "
*,National Certificate: Engineering Maintenance: Underground Hard Rock (Metalliferous) : Stoping and Developing,"16Q160049591732",,"21815","2",173,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,117,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000902] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000902] / "
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Cement Manufacturing,"16Q1600742715944",,"57692","2",159,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,118,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000903] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000903] / "
*,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes: Lime Manufacturing,"16Q1600752615944",,"57692","2",170,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,119,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000904] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000904] / "
*,National Certificate: Mineral Processing: Base Metals,"16Q1600714212433",,"62769",,130,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,120,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000905] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000905] / "
*,National Certificate: Rockbreaking: Quarrying: Dimension Stone ,"16Q1600734816033",,"57121","2",160,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,121,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000906] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000906] / "
*,National Certificate: Rockbreaking: Quarrying:Quarries,"16Q1600724836933",,"57121","2",160,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,122,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000907] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000907] / "
*,Engineering Fabrication Level 2,"16Q16160090442142",,"60290","2",214,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,123,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000908] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000908] / "
*,National Certificate: Diamond Processing: Cutting,"16Q160098271503",,"59851","3",150,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,124,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000909] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000909] / "
*,National Certificate in Autotronics Level 4,"17Q1700311354",,"22860","4",135,,2011-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,Y,125,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000910] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000910] / "
*,NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,"07q07002152405",,"20159","5",240,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,126,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000911] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000911] / "
*,National Certificate in Electrical Engineering (Electrical Construction),"08q080031321562",,"48473","2",156,,2005-04-11 00:00:00.000,2005-04-11 00:00:00.000,0,Y,127,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000912] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000912] / "
*,National Certificate General Security Practices,"19Q0000055292743",,"03","3",274,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,128,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000913] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000913] / "
*,National Certificate Instrumentation Mechanician ,"16Q160008001764 (V2)",,"23628","4",259,,2003-06-02 00:00:00.000,2003-06-02 00:00:00.000,0,Y,129,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000914] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000914] / "
*,National Certificate: Mineral Processing: Lump Ore Beneficiation,"16Q160093561292",,"59305","1",129,,2007-11-28 00:00:00.000,2007-11-28 00:00:00.000,0,Y,130,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000915] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000915] / "
*,"National Certificate: Occupational Health, Safety and Environment","16Q160147511202",,"74292",,120,,2008-11-26 00:00:00.000,2008-11-26 00:00:00.000,0,Y,131,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000916] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000916] / "
*,National Certificate: Rockbreaking: Surface Excavations: Dimension Stone Operations ,"16Q160107361413",,"62869","3",141,,2008-09-17 00:00:00.000,2008-09-17 00:00:00.000,0,Y,132,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000917] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000917] / "
*,National Certificate: Rockbreaking: Surface Excavations: Surface Mining and Quarrying ,"16Q160106431413",,"62869","3",141,,2008-09-17 00:00:00.000,2008-09-17 00:00:00.000,0,Y,133,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000918] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000918] / "
*,Further Education and Training Certificate: Diamond Processing: Brillianteering ,"16Q160135361614",,"64729","4",161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,134,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000919] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000919] / "
*,Further Education and Training Certificate: Diamond Processing: Crossworking ,"16Q160134281614",,"64729","4",161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,135,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000920] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000920] / "
*,Further Education and Training Certificate: Diamond Processing: Bruting ,"16Q160133331614",,"64729","4",161,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,136,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000921] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000921] / "
*,National Certificate: Mineral Processing: Lump Ore Beneficiation,"16Q160110381303",,"62769","3",130,,2008-08-20 00:00:00.000,2008-08-20 00:00:00.000,0,Y,137,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000922] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000922] / "
*,National Certificate: Jewellery Manufacturing,"16Q160126301342",,"65049","2",134,,2009-12-03 00:00:00.000,2009-12-03 00:00:00.000,0,Y,138,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1259,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000923] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000923] / "
*,National Certificate: Jewellery Manufacturing,"16Q160127391373",,"65209","3",137,,2009-03-12 00:00:00.000,2009-03-12 00:00:00.000,0,Y,139,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000924] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000924] / "
*,National Certificate: Electrical Engineering,"16Q160137391402",,"67429","2",140,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,140,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000925] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000925] / "
*,National Certificate: Electrical Engineering,"16Q160138381333",,"72071","3",133,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,141,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000926] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000926] / "
*,Further Education and Training Certificate: Electrical Engineering,"16Q160139421304",,"72069","4",130,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,142,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000927] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000927] / "
*,Further Education and Training Certificate: Mineral Processing,"16Q160140361347",,"64889","4",137,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,143,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000928] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000928] / "
*,National Certificate: Automotive Repair and Maintenance,"16Q160141351252",,"78543","2",125,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,144,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000929] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000929] / "
*,Further Education and Training Certificate: Automotive Repair and Maintenance,"16Q160143441594",,"78545","4",159,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,145,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000930] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000930] / "
*,National Certificate: Measurement Control and Instrumentation,"16Q160120211203",,"74552","3",120,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,146,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000931] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000931] / "
*,National Certificate: Measurement Control and Instrumentation,"16Q160121321332",,"74550","2",133,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,147,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000932] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000932] / "
*,Further Education and Training Certificate: Measurement Control and Instrumentation,"16Q160119211344",,"74551","4",134,,2009-02-18 00:00:00.000,2009-02-18 00:00:00.000,0,Y,148,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000933] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000933] / "
*,Further Education and Training Certificate: Autotronics,"17Q170250351344",,"78883","4",134,,2011-06-20 00:00:00.000,2011-06-20 00:00:00.000,0,Y,149,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000934] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000934] / "
*,National Certificate: Metals Production,"16Q160114431202",,"65190","2",120,,2012-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,Y,150,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000935] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000935] / "
*,National Certificate: Metals Production,"16Q160115261203",,"65192","3",120,,2009-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,Y,151,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000936] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000936] / "
*,Further Education and Training Certificate: Metals Production,"160Q160116351404",,"65194","4",140,,2009-06-30 00:00:00.000,2009-06-30 00:00:00.000,0,Y,152,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000937] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000937] / "
*,National Certificate: Autotronics,"17Q170248311272",,"78944","2",127,,2011-03-31 00:00:00.000,2011-03-31 00:00:00.000,0,Y,153,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000938] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000938] / "
*,National Certificate: Autotronics,"17Q170249261323",,"78923","3",132,,2011-03-31 00:00:00.000,2011-03-31 00:00:00.000,0,Y,154,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000939] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000939] / "
*,Natiional Certificate: Instrumentation Mechanician ,"16Q160008001764 (V3)",,"23628","4",237,,2011-09-28 00:00:00.000,2011-09-28 00:00:00.000,0,Y,155,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000940] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000940] / "
*,National Certificate: Mineral Processing: Platinum,"16Q160109401303",,"62769","3",130,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,0,Y,156,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000941] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000941] / "
*,National Certificate: Mineral Processing : Gold,"16Q160112541303",,"62769","3",130,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,0,Y,157,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000942] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000942] / "
*,National Certificate: Mineral Processing: Mineral Sands,"16Q160113311303",,"62769","3",130,,2011-11-23 00:00:00.000,2011-11-23 00:00:00.000,0,Y,158,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000943] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000943] / "
