"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"35926",National Certificate in Payroll Administration Services,"5",240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"35926",,240,,N,Y,72,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000964Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000964Name=null] / "
*,"35926",National Certificate in Payroll Administration Services,"5",240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"35926",,120,,N,Y,73,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000965Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000965Name=null] / "
*,"22860",Further Education and Training Certificate in Autotronics,"4",135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"22860",,135,,N,Y,74,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000966Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000966Name=null] / "
*,"21854",Further Education and Training Certificate in Use of Firearms,"4",155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21854",,155,,N,Y,75,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000967Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000967Name=null] / "
*,"13739","Further Education and Training Certificate in Occupation-directed Education, Training and Development Practice","4",126,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"13739",,126,,N,Y,76,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000968Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000968Name=null] / "
*,"15541",National Certificate in Abet Practice,"5",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"15541",,120,,N,Y,77,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000969Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000969Name=null] / "
*,"12037",National Certificate in Education: Training and Development,"2",128,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"12037",,128,,N,Y,78,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000970Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000970Name=null] / "
*,"49105",National Certificate Furniture Making Wood,"3",122,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49105",,122,,N,Y,79,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000971Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000971Name=null] / "
*,"49092",Further Education and Training Certificate in Furniture Making Specialism,"4",155,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49092",,155,,N,Y,80,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000972Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000972Name=null] / "
*,"23255",National Certificate Mechanical Engineering Fitting and Machining,"3",174,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23255",,174,,N,Y,81,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000973Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000973Name=null] / "
*,"49046",National Certificate in Lump Ore Beneficiation (L3),"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49046",,120,,N,Y,82,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000974Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000974Name=null] / "
*,"49049",Further Education and Training Certificate in Lump Ore Beneficiation,"4",135,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49049",,135,,N,Y,83,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000975Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000975Name=null] / "
*,"58186",National Certificate in Sulphuric Acid Production,"3",134,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58186",,134,,N,Y,84,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000976Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000976Name=null] / "
*,"58226",National Certificate in Sulphuric Acid Production,"2",166,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58226",,166,,N,Y,85,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000977Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000977Name=null] / "
*,"58228",Further Education and Training Certificate in Sulphuric Acid Production,"4",146,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"58228",,146,,N,Y,86,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000978Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000978Name=null] / "
*,"48972",National Certificate: Plant Production,"1",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"48972",,120,,N,Y,87,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000979Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000979Name=null] / "
*,"21839",National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),"2",159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,,Leads to a Qualification,"21839",,0,,N,Y,88,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000980Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000980Name=null] / "
*,"21840",National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),"3",140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,,Leads to a Qualification,"21840",,140,,N,Y,89,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000981Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000981Name=null] / "
*,"14115",National Certificate in Fast Food Services,"3",138,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"14115",,138,,N,Y,90,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000982Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000982Name=null] / "
*,"48918",Further Education and Training Certificate in Measurement Control and Instrumentation,"6",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48918",,120,,N,Y,91,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000983Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000983Name=null] / "
*,"50309",Further Education and Training Certificate: Environmental Practice,"4",140,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"50309",,140,,N,Y,92,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000984Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000984Name=null] / "
*,"49596",National Certificate: Radiation Monitoring,"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49596",,120,,N,Y,93,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000985Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000985Name=null] / "
*,"58267",General Education and Training Certificate: Mining and Minerals Processes,"1",120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"58267",,22,,N,Y,94,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000986Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000986Name=null] / "
*,"58722",National Certificate Engineering Fabrication,"2",148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60290",,148,,N,Y,95,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000987Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000987Name=null] / "
*,"58720",National Ceritificate Engineering Fabrication,"3",138,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60291",,138,,N,Y,96,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000988Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000988Name=null] / "
*,"50334",National Certificate in Occupationally Directed Education Training and Develpment Practivrd,"5",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"50334",,120,,N,Y,97,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000989Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000989Name=null] / "
*,"58952",further Education and Training Certificate: Laboratory Analysis,"4",140,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58952",,140,,N,Y,98,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000990Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000990Name=null] / "
*,"59851",National Certificate: Diamond Processing,"3",150,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"59851",,82,,N,Y,99,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000991Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000991Name=null] / "
*,"59549",National Certificate: Strata Control Operations,"2",123,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"59549",,123,,N,Y,100,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000992Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000992Name=null] / "
*,"60369",National Certificate Strata Contol operations,"3",136,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60369",,136,,N,Y,101,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000993Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000993Name=null] / "
*,"59689",National Certificate: Mechanical Engineering ,"2",130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63477",,130,,N,Y,102,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000994Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000994Name=null] / "
*,"59669",National Certificate: Mechanical Engineering: Fitting,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63471",,120,,N,Y,103,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000995Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000995Name=null] / "
*,"59709",FETC: Mechanical Engineering : Fitting,"4",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63481",,120,,N,Y,104,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000996Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000996Name=null] / "
*,"60349",National Certificate: Mining Technical Support,"2",125,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60349",,125,,N,Y,105,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000997Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000997Name=null] / "
*,NVC 012 ,New venture creation ,,0,2008-10-01 00:00:00.000,2008-10-31 00:00:00.000,,Standalone,,,7,,N,Y,106,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000998Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000998Name=null] / "
*,"16/MQA/SP/0058",Blasting Assistant FOR Underground Hardrock (Version 1),,30,2007-06-14 00:00:00.000,2010-06-14 00:00:00.000,,Standalone,,,22,,N,Y,107,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000999Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1000999Name=null] / "
*,"16/MQA/SP/0058",Blasting Assistant FOR Underground Hardrock (Version 3),,28,2007-08-20 00:00:00.000,2010-08-20 00:00:00.000,,Standalone,,,23,,N,Y,108,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001000Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001000Name=null] / "
*,"16/MQA/SP/0058/",Blasting Assistant FOR Underground Hardrock (Version 3 B) LATEST,,22,2007-08-21 00:00:00.000,2010-08-21 00:00:00.000,,Standalone,,,2,,N,Y,109,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001001Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001001Name=null] / "
*,"16/SP/029",Blasting Assistant Operations in Underground Coal Mines V2,,0,2005-10-17 00:00:00.000,2008-10-17 00:00:00.000,,Standalone,,,37,,N,Y,110,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001002Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001002Name=null] / "
*,Fall A MnC ContM,Skills Programme: Competent Person A: To examine and declare a working place safe (Underground Coal Continuous Mining) (Inactive),,120,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,96,,N,Y,111,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001003Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001003Name=null] / "
*,Fall A MnC ConvM,Skills Programme: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Conventional Mining),,43,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,23,,N,Y,112,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001004Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001004Name=null] / "
*,Fall A MnC LM,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Coal Longwall Mining),,0,2018-07-01 00:00:00.000,2020-09-25 00:00:00.000,,Standalone,,,0,,N,Y,113,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001005Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001005Name=null] / "
*,Fall A MnH M,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1(Underground Hard Rock Massive),,42,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Standalone,,,18,,N,Y,114,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001006Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001006Name=null] / "
*,Fall A MnH NT,Skills Programme: Fall of Ground Regulations: Competent Person A: To examine and declare a working place safe for the purpose of regulation 1.1 (Underground Hard Rock Narrow Tabular),,50,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Standalone,,,23,,N,Y,115,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001007Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001007Name=null] / "
*,Fall B MnC ContM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Continuous Mining)",,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,116,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001008Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001008Name=null] / "
*,Fall B MnC ConvM,"Skills Programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Conventional Mining)",,59,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,31,,N,Y,117,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001009Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001009Name=null] / "
*,Fall B MnC LM,"Skills programme: Fall of ground regulations: Competent Person B: To install, maintain and remove any support unit for the purposes of regulation 1.7 (Underground Coal Longwall Mining)",,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,118,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001010Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001010Name=null] / "
*,MQA/SP/0009/05,"Skills Programme: Competent Person B: To install, maintain and remove support unit (Underground Hard Rock Narrow Tabular) V2",,24,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,8,,N,Y,119,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001011Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001011Name=null] / "
*,MQA/SP/0010/05,"Skills Programme: Competent Person B: To Install, Maintain and Removal of Support in (Underground Hard Rock Operations) (Massive) V2",,18,2007-01-01 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,5,,N,Y,120,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001012Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001012Name=null] / "
*,MQA/SP/0037/05,Skills Programme: Continuous Mining Operations,,126,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,63,,N,Y,121,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001013Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001013Name=null] / "
*,MQA/SP/0042/05,Skills Programme: Blasting Assistant in Surface Mining,,0,2006-03-16 00:00:00.000,2009-03-16 00:00:00.000,,Standalone,,,17,,N,Y,122,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001014Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001014Name=null] / "
*,MQA/SP/0049/06,Skills Programme: Thickening of a Slurry (Version 1),,24,2006-11-03 00:00:00.000,2009-11-03 00:00:00.000,,Standalone,,,4,,N,Y,123,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001015Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001015Name=null] / "
*,MQA/SP/0005A/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Conventional,,24,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,0,,N,Y,124,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001016Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001016Name=null] / "
*,MQA/SP/0005B/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Continuous Mining,,90,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,66,,N,Y,125,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001017Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001017Name=null] / "
*,MQA/SP/0005C/05,Skills Programme: The Examination and Declaring Safe of a Workplace in Underground: Wall Mining,,85,2005-10-19 00:00:00.000,2008-10-19 00:00:00.000,,Standalone,,,66,,N,Y,126,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001018Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001018Name=null] / "
*,"49014",National Certificate in  Rockbreaking for Underground Hard Rock (version 2),"3",130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"49014",,46,,N,Y,127,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001019Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001019Name=null] / "
*,"49013",National Certificate Mining Operations Underground Hard Rock ,"2",140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,,Leads to a Qualification,"49013",,60,,N,Y,128,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001020Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001020Name=null] / "
*,"58760",National Certificate: Rock Breaking Underground Hard Rock (Version 3),"3",126,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58760",,44,,N,Y,129,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001021Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001021Name=null] / "
*,"21842",National Certificate: Surface Mining Rockbreaking ,"2",147,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21842",,20,,N,Y,130,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001022Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001022Name=null] / "
*,"58739",National Certificate in Mining Operations for Underground Hard Rock (version3),"2",130,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58739",,30,,N,Y,131,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001023Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001023Name=null] / "
*,"23654",National Certificate in Generic Management,"3",120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"23654",,120,,N,Y,132,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001024Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001024Name=null] / "
*,MQA/SP/0008/(B)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Roof bolter Machine Support",,63,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,,Standalone,,,30,,N,Y,133,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001025Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001025Name=null] / "
*,MQA/SP/0008(A)/05,"Skills Programme: The installation, maintenance and removal of support in underground coal mining operations - Timber Support",,58,2005-10-30 00:00:00.000,2008-10-30 00:00:00.000,,Standalone,,,30,,N,Y,134,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001026Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001026Name=null] / "
*,"21841",National Certificate in Winding Engine Driving,"3",127,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"21841",,20,,N,Y,135,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1396,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001027Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001027Name=null] / "
*,MQA/SP/0008/05,"Skills Programme: Competent Person B: To install, maintain and remove any support in Underground Coal Mining Operations - Compressed Air / Hydraulic Support V3",,18,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,3,,N,Y,136,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001028Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001028Name=null] / "
*,Q230033341525,Team Leader,,0,2003-10-08 00:00:00.000,2006-10-08 00:00:00.000,,Standalone,,,0,,N,Y,137,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001029Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001029Name=null] / "
*,"23Q23006381382",New Venture Creation,,198,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Standalone,,,48,,N,Y,138,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001030Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001030Name=null] / "
*,MQA/SP/0071/09,Skills Programme: Conduct Occupational Health and Safety Representative activities in the Mining and Minerals Sector - V2,,11,2009-03-03 00:00:00.000,2010-12-10 00:00:00.000,,Standalone,,,2,,N,Y,139,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001031Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001031Name=null] / "
*,MQA/SP/0072/09,Skills Programme: Flotation,,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,140,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001032Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001032Name=null] / "
*,"21844",National Certificate in Jewellery Manufacture in a Production Environment,"3",159,2005-08-03 00:00:00.000,2008-08-03 00:00:00.000,,Leads to a Qualification,"21844",,0,,N,Y,141,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001033Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001033Name=null] / "
*,SP/CLA-G017,Skills Programme: Blasting Assistant in Surface Mines and Quarries,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,142,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001034Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001034Name=null] / "
*,SP/CLA-G015 (A),"Skills Programme: Competent Person A- The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",,27,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,,Standalone,,,2,,N,Y,143,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001035Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001035Name=null] / "
