AD_Org_ID[Name],Value,Name,Description,IsActive
*,2021-226304,Food Inspector,3834,Y
*,2021-226401,Physiotherapist,3835,Y
*,2021-226501,Dietitian,3836,Y
*,2021-226502,Nutritionist,3837,Y
*,2021-226601,Audiologist,3838,Y
*,2021-226602,Speech Pathologist,3839,Y
*,2021-226603,Speech Therapist and Audiologist,3840,Y
*,2021-226604,Hearing Aid Acousticians,3841,Y
*,2021-226701,Optometrist,3842,Y
*,2021-226702,Orthoptist,3843,Y
*,2021-226901,Arts Therapist,3844,Y
*,2021-226902,Occupational Therapist,3845,Y
*,2021-226903,Podiatrist,3846,Y
*,2021-226904,Diversional Therapist,3847,Y
*,2021-226905,Biokineticist,3848,Y
*,2021-226906,Rheumatologist,3849,Y
*,2021-231101,University Lecturer,3850,Y
*,2021-231102,University Tutor,3851,Y
*,2021-232130,TVET Educator,3852,Y
*,2021-232131,Adult Education Teacher,3853,Y
*,2021-232132,College Lecturer,3854,Y
*,2021-233107,FET Phase School Teacher (Grades 10-12),3855,Y
*,2021-233108,Senior Phase School Teacher (Grades 7 - 9),3856,Y
*,2021-234101,Foundation Phase School Teacher,3857,Y
*,2021-234102,Intermediate Phase School Teacher (Grades 4-6),3858,Y
*,2021-234201,Early Childhood Development Practitioner,3859,Y
*,2021-235101,Education or Training Advisor,3860,Y
*,2021-235102,Education or Training Reviewer,3861,Y
*,2021-235201,Special Needs Teacher,3862,Y
*,2021-235401,Private Tuition Music Teacher,3863,Y
*,2021-235501,Private Tuition Art Teacher,3864,Y
*,2021-235502,Private Tuition Dance Teacher,3865,Y
*,2021-235503,Private Tuition Drama Teacher,3866,Y
*,2021-235601,ICT Trainer,3867,Y
*,2021-235901,Private Tuition Dressmaking Teacher,3868,Y
*,2021-235902,Private Tuition Handicrafts Teacher,3869,Y
*,2021-235903,School Laboratory Technician,3870,Y
*,2021-235904,Examination Supervisor,3871,Y
*,2021-241101,General Accountant,3872,Y
*,2021-241102,Management Accountant,3873,Y
*,2021-241103,Tax Professional,3874,Y
*,2021-241104,External Auditor,3875,Y
*,2021-241106,Accountant in Practice,3876,Y
*,2021-241107,Financial Accountant,3877,Y
*,2021-241108,Forensic Accountant,3878,Y
*,2021-241201,Investment Analyst,3879,Y
*,2021-241202,Investment Manager,3880,Y
*,2021-241203,Investment Advisor,3881,Y
*,2021-241204,Financial Markets Practitioner,3882,Y
*,2021-241205,Professional Principal Executive Officer,3883,Y
*,2021-241301,Financial Investment Advisor,3884,Y
*,2021-242101,Management Consultant,3885,Y
*,2021-242102,Organisation and Methods Analyst,3886,Y
*,2021-242103,Business Development Officer,3887,Y
*,2021-242104,AML Surveillance Analyst,3888,Y
*,2021-242201,Intelligence Officer,3889,Y
*,2021-242202,Policy Analyst,3890,Y
*,2021-242203,Company Secretary,3891,Y
*,2021-242204,Corporate Treasurer,3892,Y
*,2021-242207,Compliance Officer,3893,Y
*,2021-242208,Organisational Risk Manager,3894,Y
*,2021-242209,Accounting Officer,3895,Y
*,2021-242210,Business Administrator,3896,Y
*,2021-242211,Internal Auditor,3897,Y
*,2021-242212,Diplomat ,3898,Y
*,2021-242213,Regulatory Affairs Officer,3899,Y
*,2021-242214,Intellectual Property Special Advisor,3900,Y
*,2021-242215,Fraud Examiner,3901,Y
*,2021-242301,Career Development Practitioner,3902,Y
*,2021-242302,Skills Development Practitioner,3903,Y
*,2021-242303,Human Resource Advisor,3904,Y
*,2021-242304,Industrial Relations Advisor,3905,Y
*,2021-242305,Occupational Analyst,3906,Y
*,2021-242306,Labour Market Analyst,3907,Y
*,2021-242307,Recreation Officer,3908,Y
*,2021-242401,Training and Development Professional,3909,Y
*,2021-242402,Occupational Instructor ,3910,Y
*,2021-242403,Assessment Practitioner,3911,Y
*,2021-242404,Student Support Service Officer,3912,Y
*,2021-243101,Advertising Specialist,3913,Y
*,2021-243102,Market Research Analyst,3914,Y
*,2021-243103,Marketing Practitioner,3915,Y
*,2021-243104,Market Campaign Analyst,3916,Y
*,2021-243201,Communication Coordinator,3917,Y
*,2021-243202,Communication Strategist,3918,Y
*,2021-243203,Corporate Communication Manager,3919,Y
*,2021-243204,Event Producer,3920,Y
*,2021-243301,Industrial Products Sales Representative ,3921,Y
*,2021-243302,Medical and Pharmaceutical Products Sales Representative ,3922,Y
*,2021-243303,Educational Products and Services Sales Representative ,3923,Y
*,2021-243304,Printing and Publishing Equipment Sales Representative,3924,Y
*,2021-243401,ICT Account Manager,3925,Y
*,2021-243402,ICT Business Development Manager,3926,Y
*,2021-243403,ICT Sales Representative,3927,Y
*,2021-251101,ICT Systems Analyst,3928,Y
*,2021-251102,Data Scientist ,3929,Y
*,2021-251201,Software Developer,3930,Y
*,2021-251202,Programmer Analyst,3931,Y
*,2021-251203,Developer Programmer,3932,Y
*,2021-251301,Multimedia Specialist,3933,Y
*,2021-251302,Web Developer,3934,Y
*,2021-251401,Applications Programmer,3935,Y
*,2021-251901,Computers Quality Assurance Analyst,3936,Y
*,2021-252101,Database Designer and Administrator,3937,Y
*,2021-252201,Systems Administrator,3938,Y
*,2021-252301,Computer Network and Systems Engineer,3939,Y
*,2021-252302,Network Analyst,3940,Y
*,2021-252303,`Transmission Engineer,3941,Y
*,2021-252901,ICT Security Specialist,3942,Y
*,2021-252902,Technical ICT Support Services Manager,3943,Y
*,2021-261101,Attorney,3944,Y
*,2021-261102,Administrative Lawyer,3945,Y
*,2021-261103,Patent Attorney,3946,Y
*,2021-261104,Trade Mark Attorney,3947,Y
*,2021-261105,Tribunal Member,3948,Y
*,2021-261106,Advocate,3949,Y
*,2021-261107,Legal Manager,3950,Y
*,2021-261201,Judge,3951,Y
*,2021-261202,Magistrate,3952,Y
*,2021-261901,Adjudicator,3953,Y
*,2021-261902,Legislation Facilitator,3954,Y
*,2021-261903,Master of The Court,3955,Y
*,2021-261904,Family Court Registrar,3956,Y
*,2021-261905,Notary,3957,Y
*,2021-262101,Archivist,3958,Y
*,2021-262102,Gallery or Museum Curator,3959,Y
*,2021-262103,Conservator,3960,Y
*,2021-262201,Librarian,3961,Y
*,2021-262202,Information Services Manager,3962,Y
*,2021-263101,Economist,3963,Y
*,2021-263102,Economic Reasearch Manager,3964,Y
*,2021-263201,Anthropologist,3965,Y
*,2021-263202,Archaeologist,3966,Y
*,2021-263203,Geographer,3967,Y
*,2021-263204,Sociologist,3968,Y
*,2021-263205,Criminologist,3969,Y
*,2021-263206,Heritage Consultant,3970,Y
*,2021-263301,Genealogist,3971,Y
*,2021-263302,Historian,3972,Y
*,2021-263303,Prehistorian,3973,Y
*,2021-263304,Political Scientist,3974,Y
*,2021-263401,Clinical Psychologist,3975,Y
*,2021-263402,Educational Psychologist,3976,Y
*,2021-263403,Organisational Psychologist,3977,Y
*,2021-263404,Psychotherapist,3978,Y
*,2021-263405,Research Psychologist,3979,Y
*,2021-263406,Sport Psychologist,3980,Y
*,2021-263407,Counselling Psychologist,3981,Y
*,2021-263408,Community Psychologist,3982,Y
*,2021-263409,Psychometrician,3983,Y
*,2021-263501,Social Counselling Worker,3984,Y
*,2021-263502,Addictions Counsellor,3985,Y
*,2021-263503,Marriage and Family Counsellor,3986,Y
*,2021-263504,Rehabilitation Counsellor,3987,Y
*,2021-263505,Student Counsellor,3988,Y
*,2021-263506,Probation Social Worker,3989,Y
*,2021-263507,Adoption Social Worker,3990,Y
*,2021-263508,Child and Youth Care Worker,3991,Y
*,2021-263509,Parole Board Member,3992,Y
*,2021-263510,Employee Wellness Practitioner,3993,Y
*,2021-263511,Career Councillor,3994,Y
*,2021-263512,Community Development Practitioner,3995,Y
*,2021-263601,Minister of Religion,3996,Y
*,2021-264101,Author,3997,Y
*,2021-264102,Book or Script Editor,3998,Y
*,2021-264103,Technical Writer,3999,Y
*,2021-264201,Copywriter,4000,Y
*,2021-264202, Editor,4001,Y
*,2021-264203,Journalist,4002,Y
*,2021-264204,Radio Journalist,4003,Y
*,2021-264205,Content Presenter,4004,Y
*,2021-264206,Critic,4005,Y
*,2021-264301,Interpreter,4006,Y
*,2021-264302,Translator,4007,Y
*,2021-264303,Linguist,4008,Y
*,2021-265101,Painter (Visual Arts),4009,Y
*,2021-265102,Potter or Ceramic,4010,Y
*,2021-265103,Sculptor,4011,Y
*,2021-265104,Ephemeral Artist,4012,Y
*,2021-265201,Composer,4013,Y
*,2021-265202,Music Director,4014,Y
*,2021-265203,Musician (Instrumental),4015,Y
*,2021-265204,Singer,4016,Y
*,2021-265205,Music Researcher,4017,Y
*,2021-265206,Music Copyist,4018,Y
*,2021-265301,Dancer or Choreographer,4019,Y
*,2021-265401,"Director (Film, Television, Radio or Stage)",4020,Y
*,2021-265402,Director of Photography,4021,Y
*,2021-265403,Film and Video Editor,4022,Y
*,2021-265404,Program Director (Television or Radio),4023,Y
*,2021-265405,Technical Director,4024,Y
*,2021-265406,Video Producer,4025,Y
*,2021-265407,Police Video Unit Manager and Producer,4026,Y
*,2021-265408,Casting Director,4027,Y
*,2021-265409,Film and Television Production Manager,4028,Y
*,2021-265410,Radio or Television Programme Organiser,4029,Y
*,2021-265411,Location Manager (Film or Television),4030,Y
*,2021-265412,Media Producer,4031,Y
*,2021-265501,Actor,4032,Y
*,2021-265601,Radio Presenter,4033,Y
*,2021-265602,Television Presenter,4034,Y
*,2021-265901,Entertainer or Variety Artist,4035,Y
*,2021-265902,Hypnotist,4036,Y
*,2021-265903,Public Speaker,4037,Y
*,2021-265904,Community Arts Worker,4038,Y
*,2021-311101,Chemistry Technician,4039,Y
*,2021-311102,Physical Science Technician,4040,Y
*,2021-311103,Fragrance Evaluators/ flavourists,4041,Y
*,2021-311104,Radiation Control/ Nuclear Monitoring Technician,4042,Y
*,2021-311201,Civil Engineering Technician,4043,Y
*,2021-311202,Surveying or Cartographic Technician,4044,Y
*,2021-311203,Town Planning Technician,4045,Y
*,2021-311217,Water Control Officer,4046,Y
*,2021-311301,Electrical Engineering Technician,4047,Y
*,2021-311302,Electric Substation Operations Manager,4048,Y
*,2021-311303,Energy Efficiency Technician,4049,Y
*,2021-311401,Electronic Engineering Technician,4050,Y
*,2021-311501,Mechanical Engineering Technician,4051,Y
*,2021-311502,Pressure Equipment  Inspector,4052,Y
*,2021-311503,Aeronautical Engineering Technician,4053,Y
*,2021-311601,Chemical Engineering Technician,4054,Y
*,2021-311701,Mining Technician,4055,Y
*,2021-311702,Metallurgical or Materials Technician,4056,Y
*,2021-311703,Non-Destructive Testing Technician  (NDTT),4057,Y
*,2021-311704,Geophysical Technician,4058,Y
*,2021-311801,Draughtsperson,4059,Y
*,2021-311901,"Forensic Technician (Biology, Toxicology)",4060,Y
*,2021-311902,Fire Investigator,4061,Y
*,2021-311903,Food and Beverage Technician,4062,Y
*,2021-311904,Manufacturing Technician,4063,Y
*,2021-311905,Industrial Engineering Technician,4064,Y
*,2021-311906,Environmental Engineering Technician,4065,Y
*,2021-311910,Food Laboratory Analyst,4066,Y
*,2021-312101,Mining Production Supervisor,4067,Y
*,2021-312102,Miner,4068,Y
*,2021-312103,Engineering Supervisor,4069,Y
*,2021-312201,Production / Operations Supervisor (Manufacturing),4070,Y
*,2021-312202,Maintenance Planner,4071,Y
*,2021-312301,Building Associate,4072,Y
*,2021-313102,Fossil Power Plant Process Controller,4073,Y
*,2021-313103,Hydro Power Plant Process Controller,4074,Y
*,2021-313104,Nuclear Power Plant Process Controller,4075,Y
*,2021-313105,Wind Turbine Power Plant Process Controller,4076,Y
*,2021-313106,Concentrated Solar Power (CSP) Plant Process Controller,4077,Y
*,2021-313107,Geothermal Technicians,4078,Y
*,2021-313108,Weatherisation Installers and Technicians,4079,Y
*,2021-313109,Solar Photovoltaic Service Technician,4080,Y
*,2021-313110,Wind Turbine Service Technician,4081,Y
*,2021-313201,Water Plant Operator,4082,Y
*,2021-313202,Waste Materials Plant Operator,4083,Y
*,2021-313203,Water Process Controller,4084,Y
*,2021-313301,Chemical Plant Controller,4085,Y
*,2021-313401,Gas or Petroleum Controller,4086,Y
*,2021-313501,Metal Manufacturing Process Control Technician,4087,Y
*,2021-313901,Integrated Manufacturing Line Process Control Technician,4088,Y
*,2021-313902,Wood Processing Control Technician,4089,Y
*,2021-313903,"Clothing, Textile and Footwear Manufacturing Process Control Technician",4090,Y
*,2021-313905,Cotton Ginning Process Controller,4091,Y
*,2021-313906,Fresh Produce Packing Controller,4092,Y
*,2021-313907,Food and Beverage Manufacturing Process Controller,4093,Y
*,2021-313908,Sugar Process Controller,4094,Y
*,2021-313909,Miller,4095,Y
*,2021-313910,Juice Extraction Process Controller,4096,Y
*,2021-313911,Grain Handling Controller,4097,Y
*,2021-313912,Mineral Beneficiation Process Controller,4098,Y
*,2021-313913,Chemical Waste Controller,4099,Y
*,2021-313916,Manufacturing Production Technicians,4100,Y
*,2021-313917,Pulp and Paper Manufacturing Process Control Technician,4101,Y
*,2021-314101,Life Science Technician,4102,Y
*,2021-314102,Environmental Science Technician,4103,Y
*,2021-314201,Agricultural Technician,4104,Y
*,2021-314301,Forestry Technician,4105,Y
*,2021-314302,Forestry Research Technician,4106,Y
*,2021-315101,Marine Engineer,4107,Y
*,2021-315201,Ship's Master,4108,Y
*,2021-315202,Ship's Officer,4109,Y
*,2021-315203,Ship's Surveyor,4110,Y
*,2021-315204,Marine Certification & Surveillance Manager,4111,Y
*,2021-315205,Boat Driver / Coxswain,4112,Y
*,2021-315206,Aids to Navigation Manager,4113,Y
*,2021-315207,Aids to Navigation Technician,4114,Y
*,2021-315301,Aircraft Navigator,4115,Y
*,2021-315302,Flight Engineer,4116,Y
*,2021-315303,Aeroplane Pilot,4117,Y
*,2021-315304,Flying Instructor,4118,Y
*,2021-315305,Helicopter Pilot,4119,Y
*,2021-315306,Balloonist,4120,Y
*,2021-315401,Traffic Controller,4121,Y
*,2021-315501,Airborne Electronics Analyst,4122,Y
*,2021-315502,Airworthiness Surveyor,4123,Y
*,2021-321101,Medical Diagnostic Radiographer,4124,Y
*,2021-321102,Medical Radiation Therapist,4125,Y
*,2021-321103,Nuclear Medicine Technologist,4126,Y
*,2021-321104,Sonographer,4127,Y
*,2021-321105,Anaesthetic Technician,4128,Y
*,2021-321106,Cardiac Technician,4129,Y
*,2021-321107,Operating Theatre Technician,4130,Y
*,2021-321108,Audiometrist,4131,Y
*,2021-321109,Dialysis Technician,4132,Y
*,2021-321110,Neurophysiological Technician,4133,Y
*,2021-321111,Renal Technician,4134,Y
*,2021-321112,Intensive Care Technician,4135,Y
*,2021-321113,Orthopaedic Technician,4136,Y
*,2021-321114,Health Technical Support Officer,4137,Y
*,2021-321115,Medical Electronic Equipment Operator,4138,Y
*,2021-321116,Electroencephalographic Technician,4139,Y
*,2021-321117,Radiation Laboratory Technician,4140,Y
*,2021-321118,Orthotist or Prosthetist,4141,Y
*,2021-321119,Pulmonology Clinical Technologist,4142,Y
*,2021-321120,Reproductive Biology Clinical Technologist,4143,Y
*,2021-321121,Cardiothoracic Perfusion Clinical Technologist,4144,Y
*,2021-321122,Occupational Therapy Technician,4145,Y
*,2021-321123,Orientation and Mobility Practitioner,4146,Y
*,2021-321201,Medical Technician,4147,Y
*,2021-321206,Medical Technologist,4148,Y
*,2021-321301,Pharmacy Technician,4149,Y
*,2021-321401,Clinical Dental Technician,4150,Y
*,2021-321402,Dental Technician,4151,Y
*,2021-321403,Dental Therapist,4152,Y
*,2021-321405,Orthotic and Prosthetic Technician,4153,Y
*,2021-321406,Dental Technologist,4154,Y
*,2021-322101,Enrolled Nurse,4155,Y
*,2021-322102,Mother Craft Nurse,4156,Y
*,2021-322201,Assistant Midwife,4157,Y
*,2021-323101,Indigenous Heath Worker (Inyanga),4158,Y
*,2021-323102,Ancillary Health Care Worker,4159,Y
*,2021-323105,Therapeutic Aromatherapist,4160,Y
*,2021-323106,Therapeutic Reflexologist,4161,Y
*,2021-324101,Veterinary Nurse,4162,Y
*,2021-324102,Veterinary Technician,4163,Y
*,2021-324103,Veterinary Technologist,4164,Y
*,2021-325101,Dental Assistant,4165,Y
*,2021-325102,Oral Hygienist,4166,Y
*,2021-325201,Health Information Manager,4167,Y
*,2021-325301,Health Promotion Practitioner,4168,Y
*,2021-325401,Dispensing Optician,4169,Y
*,2021-325501,Massage Therapist,4170,Y
*,2021-325502,Hydrotherapist,4171,Y
*,2021-325503,Electrotherapist,4172,Y
*,2021-325504,Physiotherapy Technician,4173,Y
*,2021-325601,Clinical Associate,4174,Y
*,2021-325701,Environmental and Occupational Health Inspector,4175,Y
*,2021-325702,Marine Safety Officer,4176,Y
*,2021-325703,Agricultural / Horticultural Produce Inspector,4177,Y
*,2021-325704,Aquaculture Produce Analyst,4178,Y
*,2021-325705,Safety Inspector,4179,Y
*,2021-325706,Ammunition Technician,4180,Y
*,2021-325707,Mine Health and Safety Inspector,4181,Y
*,2021-325708,Magazine Master,4182,Y
*,2021-325801,Ambulance Officer,4183,Y
*,2021-325802,Intensive Care Ambulance Paramedic / Ambulance Paramedic,4184,Y
*,2021-325901,Chiropractor,4185,Y
*,2021-325902,Osteopath,4186,Y
*,2021-331101,Securities Dealer,4187,Y
*,2021-331105,Asset Swap Administrator,4188,Y
*,2021-331106,Financial Markets Settlement Officer,4189,Y
*,2021-331201,Credit or Loans Officer,4190,Y
*,2021-331204,False Worker,4191,Y
*,2021-331205,Business Banker,4192,Y
*,2021-331301,Bookkeeper,4193,Y
*,2021-331302,Accounting Technician,4194,Y
*,2021-331303,Tax Technician,4195,Y
*,2021-331401,Statistical and Mathematical Assistant,4196,Y
*,2021-331501,Valuer,4197,Y
*,2021-331502,Insurance Investigator,4198,Y
*,2021-331503,Insurance Loss Adjuster,4199,Y
*,2021-331504,Insurance Risk Surveyor,4200,Y
*,2021-331505,Vehicle Damage Quantifier,4201,Y
*,2021-332101,Insurance Agent,4202,Y
*,2021-332102,Insurance Broker,4203,Y
*,2021-332201,Commercial Sales Representative,4204,Y
*,2021-332202,Sales Representative (Building and Plumbing Supplies),4205,Y
*,2021-332203,Sales Representative (Personal and Household Goods),4206,Y
*,2021-332204,Commercial Services Sales Agent,4207,Y
*,2021-332205,Manufacturers Representative,4208,Y
*,2021-332206,Sales Representative (Photographic Equipment and Supplies),4209,Y
*,2021-332207,Chemical Sales Representative,4210,Y
*,2021-332208,Pharmacy Sales Assistant,4211,Y
*,2021-332301,Retail Buyer,4212,Y
*,2021-332302,Purchasing Officer,4213,Y
*,2021-332401,Commodities Trader,4214,Y
*,2021-332402,Finance Broker,4215,Y
*,2021-333101,Clearing and Forwarding Agent,4216,Y
*,2021-333201,Events Manager,4217,Y
*,2021-333301,Recruitment Officer,4218,Y
*,2021-333302,Labour Recruitment Consultant: Permanent Employment Agency (PEA),4219,Y
*,2021-333303,Labour Recruitment Consultant: Temporary Employment Services (TES),4220,Y
*,2021-333401,Property Manager,4221,Y
*,2021-333402,Real Estate Agent,4222,Y
*,2021-333404,Real Estate Sales Settlement Administrator,4223,Y
*,2021-333405,Real Estate Agency Principal ,4224,Y
*,2021-333406,Property Lease Administrator,4225,Y
*,2021-333901,Auctioneer,4226,Y
*,2021-333902,Special Services Contracting Agent,4227,Y
*,2021-333903,Sales Representative (Business Services),4228,Y
*,2021-333904,Business Broker,4229,Y
*,2021-333905,Supply Chain Practitioner,4230,Y
*,2021-333906,Stock and Station Agent,4231,Y
*,2021-333907,Property Portfolio and Asset Manager,4232,Y
*,2021-333908,Marketing Coordinator,4233,Y
*,2021-333909,Bid Assistant,4234,Y
*,2021-333910,Business Support Coordinator,4235,Y
*,2021-333911,Physical Asset Practitioner,4236,Y
*,2021-334101,Office Supervisor,4237,Y
*,2021-334102,Office Administrator,4238,Y
*,2021-334103,Call Centre Team Leader,4239,Y
*,2021-334201,Legal Secretary,4240,Y
*,2021-334301,Secretary Bargaining Council,4241,Y
*,2021-334302,Personal Assistant,4242,Y
*,2021-334401,Medical Secretary,4243,Y
*,2021-335101,Customs Officer,4244,Y
*,2021-335102,Immigration Officer,4245,Y
*,2021-335201,Taxation Inspector,4246,Y
*,2021-335301,Social Security Assessor,4247,Y
*,2021-335401,Driving license examiner  ,4248,Y
*,2021-335402,Import-export Administrator,4249,Y
*,2021-335403,Passport Officer (Issuing),4250,Y
*,2021-335404,Motor Vehicle Examiner,4251,Y
*,2021-335501,Detective,4252,Y
*,2021-335502,Crash Investigator ,4253,Y
*,2021-335901,Labour Inspector,4254,Y
*,2021-335902,Wage Inspector,4255,Y
*,2021-335903,Refugee Status Determination Officer,4256,Y
*,2021-335904,Pest Management Officer,4257,Y
*,2021-335905,Water Allocation Officer,4258,Y
*,2021-335906,Environmental Practices Inspector,4259,Y
*,2021-335907,Weights and Measures Inspector,4260,Y
*,2021-335908,Censorship Inspector,4261,Y
*,2021-335909,Price Inspector,4262,Y
*,2021-335910,Trade Mark Examiner,4263,Y
*,2021-335911,Quarantine Officer,4264,Y
*,2021-335912,Fisheries Officer,4265,Y
*,2021-335913,Building Inspector,4266,Y
*,2021-335914,Train Examiner,4267,Y
*,2021-335915,Transport Operations Inspector,4268,Y
*,2021-335916,Gaming Operations Compliance Officer,4269,Y
*,2021-341101,Conveyancer,4270,Y
*,2021-341102,Legal Executive,4271,Y
*,2021-341103,Paralegal,4272,Y
*,2021-341104,Clerk of Court,4273,Y
*,2021-341105,Court Bailiff,4274,Y
*,2021-341106,Court Orderly / Court Registry Officer,4275,Y
*,2021-341107,Law Clerk,4276,Y
*,2021-341108,Trust Officer,4277,Y
*,2021-341109,Private Investigator,4278,Y
*,2021-341110,Associate Legal Professional,4279,Y
*,2021-341111,Debt Counsellor,4280,Y
*,2021-341112,Labour Dispute Enforcement Agent,4281,Y
*,2021-341201,Auxiliary Community Development Practitioner,4282,Y
*,2021-341202,Disabilities Services Officer,4283,Y
*,2021-341203,Social Auxiliary Worker,4284,Y
*,2021-341204,Auxiliary Child and Youth Care Worker,4285,Y
*,2021-341301,Religious Associate Professional,4286,Y
*,2021-342101,Footballer,4287,Y
*,2021-342102,Golfer,4288,Y
*,2021-342103,Jockey,4289,Y
*,2021-342104,Cricketer,4290,Y
*,2021-342105,Athlete,4291,Y
*,2021-342106,Boxer,4292,Y
*,2021-342107,Cyclist,4293,Y
*,2021-342108,Racing Driver,4294,Y
*,2021-342109,Surfer,4295,Y
*,2021-342110,Swimmer,4296,Y
*,2021-342111,Tennis Player,4297,Y
*,2021-342112,Wrestler,4298,Y
*,2021-342113,Yachtsman,4299,Y
*,2021-342114,Other Sportsperson,4300,Y
*,2021-342201,Sports Development Officer,4301,Y
*,2021-342202,Sports Umpire,4302,Y
*,2021-342203,Sports Official,4303,Y
*,2021-342204,Sports Coach or Instructor,4304,Y
*,2021-342301,Fitness Instructor,4305,Y
*,2021-342302,Outdoor Adventure Guide,4306,Y
*,2021-342303,Caving Guide,4307,Y
*,2021-343101,Photographer,4308,Y
*,2021-343102,Air Observer,4309,Y
*,2021-343201,Interior Designer,4310,Y
*,2021-343202,Interior Decorator,4311,Y
*,2021-343203,Visual Merchandiser,4312,Y
*,2021-343204,Set Designer,4313,Y
*,2021-343301,Gallery or Museum Technician,4314,Y
*,2021-343302,Library Technician,4315,Y
*,2021-343401,Chef,4316,Y
*,2021-343901,Tattoo Artist,4317,Y
*,2021-343902,Light Technician,4318,Y
*,2021-343903,Stage Manager,4319,Y
*,2021-343904,Theatrical Dresser,4320,Y
*,2021-343905,Stunt Person,4321,Y
*,2021-343906,Special Effects Person,4322,Y
*,2021-343907,Continuity Person,4323,Y
*,2021-343908,Film Technician,4324,Y
*,2021-343909,Microphone Boom Operator,4325,Y
*,2021-343910,Performing Arts Road Manager,4326,Y
*,2021-351101,Computer Operator,4327,Y
*,2021-351201,ICT Communications Assistant,4328,Y
*,2021-351301,Computer Network Technician,4329,Y
*,2021-351302,Geographic Information Systems Technicians,4330,Y
*,2021-351303,Marine GIS Technician,4331,Y
*,2021-351401,Web Technician,4332,Y
*,2021-352101,Broadcast Transmitter Operator,4333,Y
*,2021-352102,"Camera Operator (Film, Television or Video)",4334,Y
*,2021-352103,Sound Technician,4335,Y
*,2021-352104,Television Equipment Operator,4336,Y
*,2021-352105,Radio Station Operator,4337,Y
*,2021-352106,"Production Assistant (Film, Television or Radio)",4338,Y
*,2021-352201,Telecommunications Technical Officer or Technologist,4339,Y
*,2021-411101,General Clerk,4340,Y
*,2021-411102,Back Office Process Consultant,4341,Y
*,2021-411103,Parole Board Clerk,4342,Y
*,2021-412101,Secretary (General),4343,Y
*,2021-413101,Word Processing Operator,4344,Y
*,2021-413102,Machine Shorthand Reporter,4345,Y
*,2021-413201,Data Entry Operator,4346,Y
*,2021-421101,Bank Teller,4347,Y
*,2021-421102,Bank Worker,4348,Y
*,2021-421103,Currency Exchange Officer,4349,Y
*,2021-421104,Banknote Processor,4350,Y
*,2021-421105,Postal Frontline Service Worker,4351,Y
*,2021-421201,Bookmaker,4352,Y
*,2021-421202,Gaming Worker,4353,Y
*,2021-421203,Betting Agency Counter Clerk,4354,Y
*,2021-421204,Bookmaker's Clerk,4355,Y
*,2021-421205,Telephone Betting Clerk,4356,Y
*,2021-421206,Bingo Caller,4357,Y
*,2021-421207,Lotto Operator,4358,Y
*,2021-421301,Pawnbrokers and Money-lenders,4359,Y
*,2021-421401,Debt Collector,4360,Y
*,2021-422101,Tourist Information Officer,4361,Y
*,2021-422102,Travel Consultant,4362,Y
*,2021-422201,Inbound Contact Centre Consultant,4363,Y
*,2021-422202,Outbound Contact Centre Consultant,4364,Y
*,2021-422203,Contact Centre Real Time Advisor,4365,Y
*,2021-422204,Contact Centre Resource Planner,4366,Y
*,2021-422205,Contact Centre Forecast Analyst,4367,Y
*,2021-422206,Call or Contact Centre Agent,4368,Y
*,2021-422301,Switchboard Operator,4369,Y
*,2021-422401,Hotel or Motel Receptionist,4370,Y
*,2021-422501,Enquiry Clerk,4371,Y
*,2021-422601,Receptionist (General),4372,Y
*,2021-422602,Medical Receptionist,4373,Y
*,2021-422701,Survey Interviewer,4374,Y
*,2021-422901,Admissions Clerk,4375,Y
*,2021-422902,Ship's Purser,4376,Y
*,2021-431101,Accounts Clerk,4377,Y
*,2021-431102,Cost Clerk,4378,Y
*,2021-431103,Taxation Clerk,4379,Y
*,2021-431201,Insurance Administrator,4380,Y
*,2021-431202,Securities Services Administrative Officer,4381,Y
*,2021-431203,Statistical Clerk,4382,Y
*,2021-431204,Insurance Claims Administrator,4383,Y
*,2021-431301,Payroll Clerk,4384,Y
*,2021-432101,Stock Clerk / Officer,4385,Y
*,2021-432102,Dispatching and Receiving Clerk / Officer,4386,Y
*,2021-432103,Order Clerk / Officer,4387,Y
*,2021-432104,Warehouse Administrator / Clerk,4388,Y
*,2021-432105,Lampman,4389,Y
*,2021-432201,Production Coordinator,4390,Y
*,2021-432301,Transport Clerk,4391,Y
*,2021-441101,Library Assistant,4392,Y
*,2021-441201,Courier,4393,Y
*,2021-441202,Postal Delivery Officer,4394,Y
*,2021-441203,Mail Clerk,4395,Y
*,2021-441301,Coding Clerk,4396,Y
*,2021-441302,Proof Reader,4397,Y
*,2021-441401,Scribe,4398,Y
*,2021-441501,Filing or Registry Clerk,4399,Y
*,2021-441502,Office Machine Operator,4400,Y
*,2021-441601,Human Resources Clerk,4401,Y
*,2021-441602,Skills Development Administrator,4402,Y
*,2021-441603,Compensation and Benefits Clerk,4403,Y
*,2021-441604,Labour Relations Case Administrator,4404,Y
*,2021-441605,Academic Administrative Officer,4405,Y
*,2021-441901,Classified Advertising Clerk,4406,Y
*,2021-441902,Contract Administrator,4407,Y
*,2021-441903,Program or Project Administrators,4408,Y
*,2021-441905,Account Clerk (Public Relations / Communication),4409,Y
*,2021-511101,Flight Attendant,4410,Y
*,2021-511102,Bus Hostess,4411,Y
*,2021-511103,Marine Steward,4412,Y
